date,id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,market_share
2022-12-30,bitcoin,btc,Bitcoin,https://assets.coingecko.com/coins/images/1/large/bitcoin.png?1547033579,16584.59,319371747011,1,348449437772.0,17457484127.0,16664.47,16421.76,-44.673819207877386,-0.26865,-288514530.98809814,-0.09026,19247575.0,21000000.0,21000000.0,69045.0,-75.96582,2021-11-10T14:24:11.849Z,67.81,24372.18696,2013-07-06T00:00:00.000Z,,2022-12-30T22:25:57.349Z,0.4057261614981639
2022-12-30,ethereum,eth,Ethereum,https://assets.coingecko.com/coins/images/279/large/ethereum.png?1595348880,1199.06,144560069694,2,144560069694.0,4180969021.0,1204.15,1188.07,0.921582,0.07692,400509398.0,0.27782,120525426.835804,120525426.835804,,4878.26,-75.41303,2021-11-10T14:24:19.604Z,0.432979,276914.97046,2015-10-20T00:00:00.000Z,"{'times': 95.65659519211138, 'currency': 'btc', 'percentage': 9565.659519211138}",2022-12-30T22:25:55.461Z,0.18364743510274736
2022-12-30,tether,usdt,Tether,https://assets.coingecko.com/coins/images/325/large/Tether.png?1668148663,1.0,66294779938,3,66294779938.0,20720361834.0,1.003,0.99842,-0.000387846131079783,-0.03876,23673694.0,0.03572,66263713460.719,66263713460.719,,1.32,-24.38403,2018-07-24T00:00:00.000Z,0.572521,74.7484,2015-03-02T00:00:00.000Z,,2022-12-30T22:25:27.931Z,0.08422011916628243
2022-12-30,usd-coin,usdc,USD Coin,https://assets.coingecko.com/coins/images/6319/large/USD_Coin_icon.png?1547042389,1.0,44531352618,4,44529906758.0,1834572089.0,1.004,0.996733,-0.000842357406978911,-0.08413,-5546409.290634155,-0.01245,44492131592.1543,44490687005.4043,,1.17,-14.65105,2019-05-08T00:40:28.300Z,0.891848,12.22679,2021-05-19T13:14:05.611Z,,2022-12-30T22:25:34.948Z,0.0565721136359631
2022-12-30,binancecoin,bnb,BNB,https://assets.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1644979850,245.23,40055929253,5,49065006678.0,261330921.0,246.6,243.34,-0.43095248148304677,-0.17543,13140211.0,0.03282,163276974.63,163276974.63,200000000.0,686.31,-64.25431,2021-05-10T07:24:17.097Z,0.0398177,616020.59641,2017-10-19T00:00:00.000Z,,2022-12-30T22:25:56.112Z,0.05088658772468672
2022-12-30,ripple,xrp,XRP,https://assets.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1605778731,0.34352,17305795687,6,34375431810.0,809295452.0,0.345684,0.335258,0.00219683,0.64362,132138179.0,0.76942,50343500506.0,99989184828.0,100000000000.0,3.4,-89.88497,2018-01-07T00:00:00.000Z,0.00268621,12697.01681,2014-05-22T00:00:00.000Z,,2022-12-30T22:25:38.365Z,0.021985082028925226
2022-12-30,binance-usd,busd,Binance USD,https://assets.coingecko.com/coins/images/9576/large/BUSD.png?1568947766,1.001,16730215812,7,16730215812.0,4903496358.0,1.005,0.998797,5.913e-05,0.00591,-159720090.32866096,-0.94565,16715680443.7,16715680443.7,,1.15,-13.2754,2020-03-13T02:35:42.953Z,0.901127,11.08074,2021-05-19T13:04:37.445Z,,2022-12-30T22:25:48.343Z,0.02125387203460065
2022-12-30,dogecoin,doge,Dogecoin,https://assets.coingecko.com/coins/images/5/large/dogecoin.png?1547792256,0.0684,9410245033,8,,553836484.0,0.071365,0.066945,-0.001780431055221632,-2.53693,-216622999.12726784,-2.25019,137522076383.705,,,0.731578,-90.64664,2021-05-08T05:08:23.458Z,8.69e-05,78639.01139,2015-05-06T00:00:00.000Z,,2022-12-30T22:25:42.695Z,0.011954666095948528
2022-12-30,cardano,ada,Cardano,https://assets.coingecko.com/coins/images/975/large/cardano.png?1547034860,0.245088,8599160687,9,11041860491.0,179361550.0,0.246007,0.240687,0.0032044,1.32477,141249069.0,1.67002,35045020830.3234,45000000000.0,45000000000.0,3.09,-92.05113,2021-09-02T06:00:10.474Z,0.01925275,1174.49178,2020-03-13T02:22:55.044Z,,2022-12-30T22:25:37.438Z,0.01092427395439665
2022-12-30,matic-network,matic,Polygon,https://assets.coingecko.com/coins/images/4713/large/matic-token-icon.png?1624446912,0.759044,6815935486,10,7602430429.0,253205514.0,0.779883,0.751597,-0.012504144600585356,-1.62066,-98031703.66869545,-1.41788,8965469069.28493,10000000000.0,10000000000.0,2.92,-73.93423,2021-12-27T02:08:34.307Z,0.00314376,24079.52601,2019-05-10T00:00:00.000Z,"{'times': 287.6098713262695, 'currency': 'usd', 'percentage': 28760.98713262695}",2022-12-30T22:25:39.987Z,0.008658885351116091
