date,id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,market_share
2022-11-01,bitcoin,btc,Bitcoin,https://assets.coingecko.com/coins/images/1/large/bitcoin.png?1547033579,20468.0,392093187906,1,428949264477.0,33160846215.0,20645.0,20285.0,13.53,0.06616,-561556246.6405029,-0.14302,19195643.0,21000000.0,21000000.0,69045.0,-70.36757,2021-11-10T14:24:11.849Z,67.81,30072.46007,2013-07-06T00:00:00.000Z,,2022-11-01T19:03:12.418Z,0.39317130482346063
2022-11-01,ethereum,eth,Ethereum,https://assets.coingecko.com/coins/images/279/large/ethereum.png?1595348880,1584.32,190266667543,2,190266667543.0,19705663767.0,1607.28,1556.11,12.41,0.78935,785953471.0,0.41479,120522672.499077,120522672.499077,,4878.26,-67.54815,2021-11-10T14:24:19.604Z,0.432979,365526.55698,2015-10-20T00:00:00.000Z,"{'times': 102.54795332371175, 'currency': 'btc', 'percentage': 10254.795332371175}",2022-11-01T19:02:55.289Z,0.19078983325827925
2022-11-01,tether,usdt,Tether,https://assets.coingecko.com/coins/images/325/large/Tether-logo.png?1598003707,1.0,69418093711,3,69418093711.0,58704984110.0,1.002,0.992282,-0.000854658950775189,-0.08537,-6963289.964508057,-0.01003,69419933938.3116,69419933938.3116,,1.32,-24.44078,2018-07-24T00:00:00.000Z,0.572521,74.61727,2015-03-02T00:00:00.000Z,,2022-11-01T19:00:42.220Z,0.06960896879762772
2022-11-01,binancecoin,bnb,BNB,https://assets.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1644979850,325.08,52928042853,4,64832218962.0,2641085267.0,334.12,317.59,-2.7197718035953926,-0.82971,-688204279.5840454,-1.28357,163276974.63,163276974.63,200000000.0,686.31,-52.67309,2021-05-10T07:24:17.097Z,0.0398177,815637.04541,2017-10-19T00:00:00.000Z,,2022-11-01T19:03:13.905Z,0.053073576160305454
2022-11-01,usd-coin,usdc,USD Coin,https://assets.coingecko.com/coins/images/6319/large/USD_Coin_icon.png?1547042389,1.002,43390960110,5,43340686354.0,3374368674.0,1.004,0.996613,0.00182038,0.18202,-74445575.55286407,-0.17128,43374307397.5488,43324052936.1022,,1.17,-14.55508,2019-05-08T00:40:28.300Z,0.891848,12.35299,2021-05-19T13:14:05.611Z,,2022-11-01T19:03:16.624Z,0.043510269829225894
2022-11-01,ripple,xrp,XRP,https://assets.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1605778731,0.462463,23135603476,6,46192303883.0,1527427018.0,0.465017,0.451605,0.01010777,2.23448,397992979.0,1.75037,50085407159.0,99989240406.0,100000000000.0,3.4,-86.38678,2018-01-07T00:00:00.000Z,0.00268621,17122.74188,2014-05-22T00:00:00.000Z,,2022-11-01T19:03:19.785Z,0.023199218163203177
2022-11-01,binance-usd,busd,Binance USD,https://assets.coingecko.com/coins/images/9576/large/BUSD.png?1568947766,1.001,21170209468,7,21170209468.0,8569181005.0,1.003,0.99311,9.37108e-07,9e-05,83873.0,0.0004,21170543649.95,21170543649.95,,1.15,-13.28301,2020-03-13T02:35:42.953Z,0.901127,11.071,2021-05-19T13:04:37.445Z,,2022-11-01T19:03:06.456Z,0.02122842002017901
2022-11-01,dogecoin,doge,Dogecoin,https://assets.coingecko.com/coins/images/5/large/dogecoin.png?1547792256,0.139747,19084967326,8,,9085909140.0,0.156697,0.12315,0.01153055,8.99301,1444927937.0,8.19118,136723536383.705,,,0.731578,-80.82971,2021-05-08T05:08:23.458Z,8.69e-05,161280.43481,2015-05-06T00:00:00.000Z,,2022-11-01T19:02:58.937Z,0.01913744420338017
2022-11-01,cardano,ada,Cardano,https://assets.coingecko.com/coins/images/975/large/cardano.png?1547034860,0.403429,14112436004,9,18121251041.0,433109687.0,0.413909,0.399663,-0.001820313063961354,-0.44918,-95688214.86866379,-0.67348,35045020830.3234,45000000000.0,45000000000.0,3.09,-86.93038,2021-09-02T06:00:10.474Z,0.01925275,1995.53251,2020-03-13T02:22:55.044Z,,2022-11-01T19:03:17.144Z,0.01415124018747421
2022-11-01,solana,sol,Solana,https://assets.coingecko.com/coins/images/4128/large/solana.png?1640133422,32.39,11597434459,10,,1377029337.0,33.31,32.2,-0.3887956690366394,-1.18614,-199887117.9208851,-1.69434,359332284.858636,532544657.125186,,259.96,-87.5437,2021-11-06T21:54:35.825Z,0.500801,6365.89905,2020-05-11T19:35:23.449Z,,2022-11-01T19:03:22.920Z,0.011629323282052918
