date,id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,market_share
2022-11-23,bitcoin,btc,Bitcoin,https://assets.coingecko.com/coins/images/1/large/bitcoin.png?1547033579,16509.47,317174462809,1,346634824491.0,26084913037.0,16632.65,16107.16,345.1,2.13494,7108428340.0,2.29255,19215218.0,21000000.0,21000000.0,69045.0,-76.07306,2021-11-10T14:24:11.849Z,67.81,24262.98883,2013-07-06T00:00:00.000Z,,2022-11-23T19:23:44.315Z,0.38939842324733764
2022-11-23,ethereum,eth,Ethereum,https://assets.coingecko.com/coins/images/279/large/ethereum.png?1595348880,1171.22,141069866235,2,141069866235.0,8986683325.0,1176.63,1125.14,40.9,3.61866,5012196253.0,3.68388,120516450.178487,120516450.178487,,4878.26,-75.96356,2021-11-10T14:24:19.604Z,0.432979,270712.38396,2015-10-20T00:00:00.000Z,"{'times': 93.87056961090727, 'currency': 'btc', 'percentage': 9387.056961090726}",2022-11-23T19:24:01.792Z,0.17319295820074168
2022-11-23,tether,usdt,Tether,https://assets.coingecko.com/coins/images/325/large/Tether.png?1668148663,0.997364,65335991963,3,65335991963.0,36761427657.0,1.013,0.996282,-0.004877288777922595,-0.48664,-229465500.40387726,-0.34998,65508652113.5205,65508652113.5205,,1.32,-24.57363,2018-07-24T00:00:00.000Z,0.572521,74.31025,2015-03-02T00:00:00.000Z,,2022-11-23T19:20:33.874Z,0.08021368437538345
2022-11-23,binancecoin,bnb,BNB,https://assets.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1644979850,297.38,48541996204,4,59459695789.0,2244651821.0,299.15,263.37,33.42,12.6612,5588328543.0,13.01013,163276974.63,163276974.63,200000000.0,686.31,-56.68139,2021-05-10T07:24:17.097Z,0.0398177,746549.10314,2017-10-19T00:00:00.000Z,,2022-11-23T19:23:49.873Z,0.05959551918433797
2022-11-23,usd-coin,usdc,USD Coin,https://assets.coingecko.com/coins/images/6319/large/USD_Coin_icon.png?1547042389,0.999247,43837236806,5,43844241330.0,3117059152.0,1.009,0.997879,-0.00445662269061975,-0.44402,-571431654.2092056,-1.28676,43936174659.5487,43943194992.3087,,1.17,-14.91907,2019-05-08T00:40:28.300Z,0.891848,11.87437,2021-05-19T13:14:05.611Z,,2022-11-23T19:23:44.593Z,0.05381943659838739
2022-11-23,binance-usd,busd,Binance USD,https://assets.coingecko.com/coins/images/9576/large/BUSD.png?1568947766,0.997443,22795985665,6,22795985665.0,8763649857.0,1.01,0.997731,-0.004845427053823737,-0.48344,-19701691.48274231,-0.08635,22837816126.73,22837816126.73,,1.15,-13.53928,2020-03-13T02:35:42.953Z,0.901127,10.74275,2021-05-19T13:04:37.445Z,,2022-11-23T19:24:04.879Z,0.027986871312730508
2022-11-23,ripple,xrp,XRP,https://assets.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1605778731,0.378008,19017496737,7,37809095046.0,1199503511.0,0.381678,0.370545,0.00254688,0.67833,126805122.0,0.67126,50298735565.0,99989214572.0,100000000000.0,3.4,-88.86716,2018-01-07T00:00:00.000Z,0.00268621,13984.69689,2014-05-22T00:00:00.000Z,,2022-11-23T19:23:57.650Z,0.023347980723021362
2022-11-23,dogecoin,doge,Dogecoin,https://assets.coingecko.com/coins/images/5/large/dogecoin.png?1547792256,0.081333,11134602996,8,,662517380.0,0.083217,0.077935,0.00325471,4.16852,477041077.0,4.47608,137020636383.705,,,0.731578,-88.88567,2021-05-08T05:08:23.458Z,8.69e-05,93463.3081,2015-05-06T00:00:00.000Z,,2022-11-23T19:23:42.464Z,0.013670069184411182
2022-11-23,cardano,ada,Cardano,https://assets.coingecko.com/coins/images/975/large/cardano.png?1547034860,0.317432,11116734913,9,14274583357.0,324351093.0,0.318945,0.309935,0.00501032,1.60371,203560625.0,1.86527,35045020830.3234,45000000000.0,45000000000.0,3.09,-89.71493,2021-09-02T06:00:10.474Z,0.01925275,1549.06789,2020-03-13T02:22:55.044Z,,2022-11-23T19:23:53.448Z,0.013648132351019767
2022-11-23,matic-network,matic,Polygon,https://assets.coingecko.com/coins/images/4713/large/matic-token-icon.png?1624446912,0.855936,7587402897,10,8555220140.0,507765790.0,0.871899,0.837082,0.0109378,1.29442,110702962.0,1.48064,8868740690.28493,10000000000.0,10000000000.0,2.92,-70.65933,2021-12-27T02:08:34.307Z,0.00314376,27117.43944,2019-05-10T00:00:00.000Z,"{'times': 324.4509759910703, 'currency': 'usd', 'percentage': 32445.09759910703}",2022-11-23T19:23:39.083Z,0.009315134322189339
2022-11-23,polkadot,dot,Polkadot,https://assets.coingecko.com/coins/images/12171/large/polkadot.png?1639712644,5.39,6331096093,11,6767332606.0,209808608.0,5.47,5.24,0.156267,2.9845,190607131.0,3.1041,1174071266.37331,1254969225.83079,,54.98,-90.19717,2021-11-04T14:10:09.301Z,2.7,99.80636,2020-08-20T05:48:11.359Z,,2022-11-23T19:24:02.605Z,0.007772753248190021
2022-11-23,litecoin,ltc,Litecoin,https://assets.coingecko.com/coins/images/2/large/litecoin.png?1547033580,77.95,5595424684,12,6557392553.0,1876004876.0,81.61,68.61,8.61,12.41818,645890504.0,13.04952,71677220.7334713,84000000.0,84000000.0,410.26,-80.97215,2021-05-10T03:13:07.904Z,1.15,6694.98008,2015-01-14T00:00:00.000Z,,2022-11-23T19:24:01.532Z,0.006869561723387922
2022-11-23,staked-ether,steth,Lido Staked Ether,https://assets.coingecko.com/coins/images/13442/large/steth_logo.png?1608607546,1150.66,5478482769,13,5478482769.0,15944110.0,1157.12,1106.83,36.45,3.2714,201969953.0,3.82772,4761182.93543408,4761182.93543408,4761182.93543408,4829.57,-76.17456,2021-11-10T14:40:47.256Z,482.9,138.28446,2020-12-22T04:08:21.854Z,,2022-11-23T19:23:51.923Z,0.0067259909046365205
2022-11-23,okb,okb,OKB,https://assets.coingecko.com/coins/images/4463/large/WeChat_Image_20220118095654.png?1642471050,21.16,5323884285,14,,22430114.0,21.76,20.13,0.929442,4.59387,243123068.0,4.78517,251627611.56,300000000.0,,44.01,-51.87122,2021-05-03T01:03:16.108Z,0.580608,3547.7653,2019-01-14T00:00:00.000Z,,2022-11-23T19:24:06.278Z,0.006536188720145138
2022-11-23,shiba-inu,shib,Shiba Inu,https://assets.coingecko.com/coins/images/11939/large/shiba.png?1622619446,8.96e-06,5280596861,15,,178742248.0,9.1e-06,8.69e-06,2.60401e-07,2.99203,169644212.0,3.31923,589371635528152.6,999991071821504.0,,8.616e-05,-89.60069,2021-10-28T03:54:55.568Z,5.6366e-11,15895763.11585,2020-11-28T11:26:25.838Z,,2022-11-23T19:23:50.109Z,0.006483044294510249
2022-11-23,dai,dai,Dai,https://assets.coingecko.com/coins/images/9956/large/4943.png?1636636734,0.996859,5255360256,16,5255360256.0,295274131.0,1.008,0.982333,-0.007495100007726131,-0.74626,-134787981.46124935,-2.50064,5271921353.81105,5271921353.81105,5271921353.81105,1.22,-18.21858,2020-03-13T03:02:50.373Z,0.903243,10.36438,2019-11-25T00:04:18.137Z,,2022-11-23T19:20:51.222Z,0.00645206104917554
2022-11-23,solana,sol,Solana,https://assets.coingecko.com/coins/images/4128/large/solana.png?1640133422,13.74,4962421478,17,7307882568.0,743916249.0,13.95,11.83,1.92,16.20365,673815390.0,15.71176,362782796.946541,534250081.307264,,259.96,-94.73239,2021-11-06T21:54:35.825Z,0.500801,2634.34613,2020-05-11T19:35:23.449Z,,2022-11-23T19:23:49.369Z,0.006092417031019217
2022-11-23,tron,trx,TRON,https://assets.coingecko.com/coins/images/1094/large/tron-logo.png?1547035066,0.051143,4716919195,18,4716921472.0,1105495503.0,0.05178,0.050269,0.00073932,1.46679,77016446.0,1.65987,92162576904.3142,92162621388.8338,,0.231673,-77.89621,2018-01-05T00:00:00.000Z,0.00180434,2738.06855,2017-11-12T00:00:00.000Z,"{'times': 25.917517369793565, 'currency': 'usd', 'percentage': 2591.7517369793563}",2022-11-23T19:24:07.263Z,0.005791011296594153
2022-11-23,uniswap,uni,Uniswap,https://assets.coingecko.com/coins/images/12504/large/uniswap-uni.png?1600306604,5.48,4122260617,19,5468881549.0,103928832.0,5.51,5.24,0.233503,4.4532,169959264.0,4.30026,753766667.0,1000000000.0,1000000000.0,44.92,-87.82436,2021-05-03T05:25:04.822Z,1.03,430.88855,2020-09-17T01:20:38.214Z,,2022-11-23T19:23:38.715Z,0.0050609427072350315
2022-11-23,leo-token,leo,LEO Token,https://assets.coingecko.com/coins/images/8418/large/leo-token.png?1558326215,4.23,3950096711,20,,1440379.0,4.24,2.91,0.400056,10.44755,396757701.0,11.16577,933251828.9,985239504.0,,8.14,-47.98215,2022-02-08T17:40:10.285Z,0.799859,429.072,2019-12-24T15:14:35.376Z,,2022-11-23T19:23:52.258Z,0.004849575269444574
2022-11-23,avalanche-2,avax,Avalanche,https://assets.coingecko.com/coins/images/12559/large/coin-round-red.png?1604021818,12.69,3817138431,22,9141483956.0,185814297.0,12.89,12.19,0.500037,4.10045,152289853.0,4.15542,300644805.984677,415393960.333089,720000000.0,144.96,-91.24973,2021-11-21T14:18:56.538Z,2.8,352.84574,2020-12-31T13:15:21.540Z,,2022-11-23T19:24:07.558Z,0.004686340990962149
2022-11-23,wrapped-bitcoin,wbtc,Wrapped Bitcoin,https://assets.coingecko.com/coins/images/7598/large/wrapped_bitcoin_wbtc.png?1548822744,16439.81,3808504223,21,3808504223.0,153326454.0,16569.46,16028.86,286.72,1.77505,43588695.0,1.15776,231726.44976097,231726.44976097,231726.44976097,70643.0,-76.71427,2021-11-10T14:40:19.650Z,3139.17,424.01789,2019-04-02T00:00:00.000Z,,2022-11-23T19:23:56.882Z,0.0046757406830072986
2022-11-23,chainlink,link,Chainlink,https://assets.coingecko.com/coins/images/877/large/chainlink-new-logo.png?1547034700,6.66,3275169375,23,6662265188.0,433272290.0,6.66,6.33,0.295332,4.63689,151507280.0,4.85031,491599971.2305644,1000000000.0,1000000000.0,52.7,-87.344,2021-05-10T00:13:57.214Z,0.148183,4400.69999,2017-11-29T00:00:00.000Z,,2022-11-23T19:23:18.189Z,0.004020959881820535
2022-11-23,cosmos,atom,Cosmos Hub,https://assets.coingecko.com/coins/images/1481/large/cosmos_hub.png?1555657960,9.81,2871520409,24,,132341815.0,9.97,9.34,0.471615,5.05091,141060338.0,5.16617,292586163.827428,,,44.45,-77.91952,2022-01-17T00:34:41.497Z,1.16,746.02069,2020-03-13T02:27:44.591Z,"{'times': 97.08841262445016, 'currency': 'usd', 'percentage': 9708.841262445016}",2022-11-23T19:23:58.484Z,0.0035253958016806058
2022-11-23,ethereum-classic,etc,Ethereum Classic,https://assets.coingecko.com/coins/images/453/large/ethereum-classic-logo.png?1547034169,19.68,2714174909,25,4142137871.0,256311619.0,20.14,18.31,1.36,7.44025,188646183.0,7.46957,138063162.349423,210700000.0,210700000.0,167.09,-88.22641,2021-05-06T18:34:22.133Z,0.615038,3098.49349,2016-07-25T00:00:00.000Z,"{'times': 42.7264237340964, 'currency': 'usd', 'percentage': 4272.64237340964}",2022-11-23T19:24:03.974Z,0.003332221076759702
