date,id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,market_share
2022-10-25,bitcoin,btc,Bitcoin,https://assets.coingecko.com/coins/images/1/large/bitcoin.png?1547033579,20168.0,386677670256,1,423167990117.0,31310089974.0,20184.0,19255.73,873.61,4.52791,16479499036.0,4.45153,19189143.0,21000000.0,21000000.0,69045.0,-70.91322,2021-11-10T14:24:11.849Z,67.81,29516.8651,2013-07-06T00:00:00.000Z,,2022-10-25T18:17:45.621Z,0.403402846971288
2022-10-25,ethereum,eth,Ethereum,https://assets.coingecko.com/coins/images/279/large/ethereum.png?1595348880,1479.0,178270286407,2,178270286407.0,14821178235.0,1484.25,1335.77,143.23,10.72293,17310693411.0,10.75468,120522238.357228,120522238.357228,,4878.26,-69.71389,2021-11-10T14:24:19.604Z,0.432979,341125.79863,2015-10-20T00:00:00.000Z,"{'times': 97.2690204652903, 'currency': 'btc', 'percentage': 9726.902046529029}",2022-10-25T18:17:43.970Z,0.18598110674288365
2022-10-25,tether,usdt,Tether,https://assets.coingecko.com/coins/images/325/large/Tether-logo.png?1598003707,1.002,68609050534,3,68609050534.0,41484156813.0,1.006,0.99201,0.00132132,0.1321,168385299.0,0.24603,68473108026.8332,68473108026.8332,,1.32,-24.30046,2018-07-24T00:00:00.000Z,0.572521,74.94154,2015-03-02T00:00:00.000Z,,2022-10-25T18:15:31.754Z,0.0715766346039298
2022-10-25,binancecoin,bnb,BNB,https://assets.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1644979850,288.38,47044236848,4,57625071698.0,666590198.0,288.33,272.42,14.8,5.41021,2449139469.0,5.49195,163276974.63,163276974.63,200000000.0,686.31,-58.10419,2021-05-10T07:24:17.097Z,0.0398177,722025.44922,2017-10-19T00:00:00.000Z,,2022-10-25T18:17:27.112Z,0.049079066462541086
2022-10-25,usd-coin,usdc,USD Coin,https://assets.coingecko.com/coins/images/6319/large/USD_Coin_icon.png?1547042389,0.998875,43872482486,5,43776032980.0,3516967138.0,1.004,0.993017,-0.002585055933650438,-0.25813,-2465166.0936965942,-0.00562,43811991523.7616,43715675000.9335,,1.17,-14.42104,2019-05-08T00:40:28.300Z,0.891848,12.52923,2021-05-19T13:14:05.611Z,,2022-10-25T18:17:52.802Z,0.045770122507548
2022-10-25,ripple,xrp,XRP,https://assets.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1605778731,0.46938,23297464860,6,46700458081.0,1472652363.0,0.467484,0.445474,0.01216284,2.66019,529230416.0,2.32442,49887015710.0,99989258607.0,100000000000.0,3.4,-86.31068,2018-01-07T00:00:00.000Z,0.00268621,17219.02283,2014-05-22T00:00:00.000Z,,2022-10-25T18:18:16.014Z,0.024305162606145365
2022-10-25,binance-usd,busd,Binance USD,https://assets.coingecko.com/coins/images/9576/large/BUSD.png?1568947766,1.002,21620188006,7,21620188006.0,6883981045.0,1.004,0.992431,0.00247952,0.24802,-160617406.71481705,-0.73743,21575286923.81,21575286923.81,,1.15,-13.04949,2020-03-13T02:35:42.953Z,0.901127,11.3701,2021-05-19T13:04:37.445Z,,2022-10-25T18:18:11.623Z,0.022555337596558724
2022-10-25,cardano,ada,Cardano,https://assets.coingecko.com/coins/images/975/large/cardano.png?1547034860,0.411721,14546599232,8,18678743797.0,795922317.0,0.414823,0.357178,0.05256,14.63408,1986704184.0,15.81784,35045020830.3234,45000000000.0,45000000000.0,3.09,-86.66713,2021-09-02T06:00:10.474Z,0.01925275,2037.74054,2020-03-13T02:22:55.044Z,,2022-10-25T18:18:09.541Z,0.015175791092498692
2022-10-25,solana,sol,Solana,https://assets.coingecko.com/coins/images/4128/large/solana.png?1640133422,31.74,11474535169,9,,893741518.0,32.11,28.12,3.44,12.15667,1358681382.0,13.43121,358517341.142678,531975259.579916,,259.96,-87.59946,2021-11-06T21:54:35.825Z,0.500801,6336.95732,2020-05-11T19:35:23.449Z,,2022-10-25T18:17:52.807Z,0.011970849394489813
2022-10-25,dogecoin,doge,Dogecoin,https://assets.coingecko.com/coins/images/5/large/dogecoin.png?1547792256,0.063525,8702276134,10,,396793372.0,0.064016,0.05912,0.00440445,7.4499,636691643.0,7.89393,136629146383.705,,,0.731578,-91.26972,2021-05-08T05:08:23.458Z,8.69e-05,73393.72741,2015-05-06T00:00:00.000Z,,2022-10-25T18:18:13.603Z,0.009078680352195542
2022-10-25,polkadot,dot,Polkadot,https://assets.coingecko.com/coins/images/12171/large/polkadot.png?1639712644,6.47,7534285903,11,8057924974.0,326232782.0,6.47,5.88,0.586013,9.96615,695418228.0,10.16862,1164685868.20484,1245632494.73715,,54.98,-88.23134,2021-11-04T14:10:09.301Z,2.7,139.87489,2020-08-20T05:48:11.359Z,,2022-10-25T18:17:56.030Z,0.007860170413134117
2022-10-25,matic-network,matic,Polygon,https://assets.coingecko.com/coins/images/4713/large/matic-token-icon.png?1624446912,0.93279,6942689364,12,9329691835.0,552441955.0,0.935739,0.878388,0.03692493,4.12171,302230593.0,4.55135,7441499126.62,10000000000.0,10000000000.0,2.92,-68.05303,2021-12-27T02:08:34.307Z,0.00314376,29535.13739,2019-05-10T00:00:00.000Z,"{'times': 353.6728798539648, 'currency': 'usd', 'percentage': 35367.28798539648}",2022-10-25T18:17:58.786Z,0.0072429852316547695
2022-10-25,staked-ether,steth,Lido Staked Ether,https://assets.coingecko.com/coins/images/13442/large/steth_logo.png?1608607546,1476.41,6587780660,13,6587780660.0,61019398.0,1470.12,1333.77,141.73,10.61912,623274595.0,10.44973,4480807.03418631,4480807.03418631,4480807.03418631,4829.57,-69.57034,2021-11-10T14:40:47.256Z,482.9,204.33497,2020-12-22T04:08:21.854Z,,2022-10-25T18:18:17.615Z,0.006872725471080274
2022-10-25,shiba-inu,shib,Shiba Inu,https://assets.coingecko.com/coins/images/11939/large/shiba.png?1622619446,1.032e-05,6086696438,14,,172257916.0,1.04e-05,9.91e-06,3.65843e-07,3.67382,227202205.0,3.87751,589372892024051.9,999991083835966.0,,8.616e-05,-87.92724,2021-10-28T03:54:55.568Z,5.6366e-11,18453703.42081,2020-11-28T11:26:25.838Z,,2022-10-25T18:18:11.653Z,0.0063499675844059114
2022-10-25,tron,trx,TRON,https://assets.coingecko.com/coins/images/1094/large/tron-logo.png?1547035066,0.062668,5777932265,15,6380185282.0,262184903.0,0.062908,0.061165,0.00093996,1.52274,91541170.0,1.60983,92281593078.4593,101900409184.273,,0.231673,-72.91778,2018-01-05T00:00:00.000Z,0.00180434,3377.2868,2017-11-12T00:00:00.000Z,"{'times': 31.98323731317442, 'currency': 'usd', 'percentage': 3198.3237313174423}",2022-10-25T18:18:06.829Z,0.006027848268986242
2022-10-25,dai,dai,Dai,https://assets.coingecko.com/coins/images/9956/large/4943.png?1636636734,0.999971,5776986827,16,5776986827.0,303050508.0,1.005,0.989071,2.792e-05,0.00279,-11842244.838231087,-0.20457,5774454868.28637,5774454868.28637,5774454868.28637,1.22,-17.95402,2020-03-13T03:02:50.373Z,0.903243,10.72141,2019-11-25T00:04:18.137Z,,2022-10-25T18:15:28.206Z,0.006026861937449222
2022-10-25,avalanche-2,avax,Avalanche,https://assets.coingecko.com/coins/images/12559/large/coin-round-red.png?1604021818,16.91,5076956855,17,12204583748.0,229271211.0,17.02,15.63,1.19,7.53874,409746475.0,8.77926,299511151.770736,412261529.294035,720000000.0,144.96,-88.25763,2021-11-21T14:18:56.538Z,2.8,507.69335,2020-12-31T13:15:21.540Z,,2022-10-25T18:17:57.604Z,0.005296553193520275
2022-10-25,uniswap,uni,Uniswap,https://assets.coingecko.com/coins/images/12504/large/uniswap-uni.png?1600306604,6.7,5065507120,18,6720258857.0,129550182.0,6.73,6.09,0.552468,8.98519,442202476.0,9.56464,753766667.0,1000000000.0,1000000000.0,44.92,-85.06167,2021-05-03T05:25:04.822Z,1.03,551.34913,2020-09-17T01:20:38.214Z,,2022-10-25T18:17:54.654Z,0.005284608216989799
2022-10-25,wrapped-bitcoin,wbtc,Wrapped Bitcoin,https://assets.coingecko.com/coins/images/7598/large/wrapped_bitcoin_wbtc.png?1548822744,20073.0,4920369223,19,4920369223.0,252927464.0,20121.0,19238.74,763.68,3.95495,192919139.0,4.08083,244880.45135981,244880.45135981,244880.45135981,70643.0,-71.53349,2021-11-10T14:40:19.650Z,3139.17,540.60541,2019-04-02T00:00:00.000Z,,2022-10-25T18:17:48.268Z,0.005133192592667704
2022-10-25,okb,okb,OKB,https://assets.coingecko.com/coins/images/4463/large/WeChat_Image_20220118095654.png?1642471050,16.08,4043557910,20,,18702146.0,16.17,15.67,0.129006,0.80896,46767944.0,1.17014,251627611.56,300000000.0,,44.01,-63.25907,2021-05-03T01:03:16.108Z,0.580608,2684.65967,2019-01-14T00:00:00.000Z,,2022-10-25T18:18:13.609Z,0.004218456089557347
2022-10-25,litecoin,ltc,Litecoin,https://assets.coingecko.com/coins/images/2/large/litecoin.png?1547033580,55.3,3948161383,21,4640687555.0,314095051.0,55.39,52.38,2.83,5.3856,206072144.0,5.50687,71464745.7334713,84000000.0,84000000.0,410.26,-86.56121,2021-05-10T03:13:07.904Z,1.15,4699.08699,2015-01-14T00:00:00.000Z,,2022-10-25T18:18:04.003Z,0.004118933325396966
