date,id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,market_share
2022-11-06,bitcoin,btc,Bitcoin,https://assets.coingecko.com/coins/images/1/large/bitcoin.png?1547033579,21228.0,407267296193,1,445449927641.0,186979791164.0,21350.0,21144.0,-75.59240649582352,-0.35483,-1619647844.6619263,-0.39611,19199943.0,21000000.0,21000000.0,69045.0,-69.23798,2021-11-10T14:24:11.849Z,67.81,31222.63546,2013-07-06T00:00:00.000Z,,2022-11-06T15:05:28.194Z,0.39257199565583634
2022-11-06,ethereum,eth,Ethereum,https://assets.coingecko.com/coins/images/279/large/ethereum.png?1595348880,1627.85,196046750152,2,196046750152.0,17490982796.0,1642.65,1611.6,-3.853195023106764,-0.23615,-403490005.6014404,-0.20539,120523102.250478,120523102.250478,,4878.26,-66.66345,2021-11-10T14:24:19.604Z,0.432979,375494.30169,2015-10-20T00:00:00.000Z,"{'times': 101.50025835320753, 'currency': 'btc', 'percentage': 10150.025835320754}",2022-11-06T15:06:07.870Z,0.1889728555875501
2022-11-06,tether,usdt,Tether,https://assets.coingecko.com/coins/images/325/large/Tether-logo.png?1598003707,0.999828,69325075196,3,69325075196.0,71758991370.0,1.003,0.996001,8.353e-05,0.00836,-15716233.171829224,-0.02267,69360692563.6057,69360692563.6057,,1.32,-24.45627,2018-07-24T00:00:00.000Z,0.572521,74.58148,2015-03-02T00:00:00.000Z,,2022-11-06T15:05:18.164Z,0.06682363983821493
2022-11-06,binancecoin,bnb,BNB,https://assets.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1644979850,350.45,57147362940,4,70000516691.0,1723629024.0,353.6,346.53,1.53,0.43745,71484659.0,0.12524,163276974.63,163276974.63,200000000.0,686.31,-49.01548,2021-05-10T07:24:17.097Z,0.0398177,878680.33898,2017-10-19T00:00:00.000Z,,2022-11-06T15:06:07.802Z,0.05508533222660901
2022-11-06,usd-coin,usdc,USD Coin,https://assets.coingecko.com/coins/images/6319/large/USD_Coin_icon.png?1547042389,1.001,42185361079,5,42168406126.0,2236951872.0,1.003,0.997375,-3.4809350779597e-05,-0.00348,136968268.0,0.32574,42174839466.6807,42157888742.7282,,1.17,-14.70853,2019-05-08T00:40:28.300Z,0.891848,12.15122,2021-05-19T13:14:05.611Z,,2022-11-06T15:05:58.635Z,0.04066319967512706
2022-11-06,ripple,xrp,XRP,https://assets.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1605778731,0.490311,24602924459,6,48994876154.0,1031459997.0,0.503509,0.487424,-0.003884970600802285,-0.78612,-198495827.90898514,-0.80034,50215300844.0,99989233161.0,100000000000.0,3.4,-85.59494,2018-01-07T00:00:00.000Z,0.00268621,18124.53198,2014-05-22T00:00:00.000Z,,2022-11-06T15:06:00.453Z,0.02371518470577708
2022-11-06,binance-usd,busd,Binance USD,https://assets.coingecko.com/coins/images/9576/large/BUSD.png?1568947766,1.0,22541854637,7,22541854637.0,69194557963.0,1.002,0.995413,-0.002149277726541721,-0.21441,-54083335.63526535,-0.23935,22544178453.61,22544178453.61,,1.15,-13.36961,2020-03-13T02:35:42.953Z,0.901127,10.96007,2021-05-19T13:04:37.445Z,,2022-11-06T15:06:07.766Z,0.021728483831997304
2022-11-06,dogecoin,doge,Dogecoin,https://assets.coingecko.com/coins/images/5/large/dogecoin.png?1547792256,0.125325,17104267965,8,,1336949605.0,0.127831,0.122317,-0.00077226298269148,-0.61244,-120726944.99539566,-0.70088,136789096383.705,,,0.731578,-82.91446,2021-05-08T05:08:23.458Z,8.69e-05,143730.44524,2015-05-06T00:00:00.000Z,,2022-11-06T15:05:53.660Z,0.016487099926801464
2022-11-06,cardano,ada,Cardano,https://assets.coingecko.com/coins/images/975/large/cardano.png?1547034860,0.424217,14848270576,9,19066108683.0,515979663.0,0.433978,0.419613,0.00152188,0.36004,51666412.0,0.34918,35045020830.3234,45000000000.0,45000000000.0,3.09,-86.28174,2021-09-02T06:00:10.474Z,0.01925275,2099.53221,2020-03-13T02:22:55.044Z,,2022-11-06T15:05:59.591Z,0.014312504997444825
2022-11-06,solana,sol,Solana,https://assets.coingecko.com/coins/images/4128/large/solana.png?1640133422,35.77,12824622487,10,,3461235624.0,38.57,34.53,1.21,3.51145,445232589.0,3.59656,359222477.453881,532924695.752567,,259.96,-86.26666,2021-11-06T21:54:35.825Z,0.500801,7028.79551,2020-05-11T19:35:23.449Z,,2022-11-06T15:06:06.100Z,0.01236187557978744
