date,id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,market_share
2022-11-30,bitcoin,btc,Bitcoin,https://assets.coingecko.com/coins/images/1/large/bitcoin.png?1547033579,17112.97,329142472125,1,359606970484.0,28748459954.0,17191.97,16441.98,629.78,3.82076,12926257424.0,4.08779,19220962.0,21000000.0,21000000.0,69045.0,-75.1767,2021-11-10T14:24:11.849Z,67.81,25175.68642,2013-07-06T00:00:00.000Z,,2022-11-30T20:36:58.108Z,0.3869859506913369
2022-11-30,ethereum,eth,Ethereum,https://assets.coingecko.com/coins/images/279/large/ethereum.png?1595348880,1294.19,155991845743,2,155991845743.0,9380523259.0,1303.7,1216.44,72.5,5.93436,9051263741.0,6.15981,120520143.777399,120520143.777399,,4878.26,-73.53442,2021-11-10T14:24:19.604Z,0.432979,298080.83316,2015-10-20T00:00:00.000Z,"{'times': 100.12876151370988, 'currency': 'btc', 'percentage': 10012.876151370987}",2022-11-30T20:37:07.678Z,0.183405843479311
2022-11-30,tether,usdt,Tether,https://assets.coingecko.com/coins/images/325/large/Tether.png?1668148663,1.005,65733752990,3,65733752990.0,37693458276.0,1.014,0.998779,0.00314916,0.31425,257471143.0,0.39323,65362681003.3159,65362681003.3159,,1.32,-24.03199,2018-07-24T00:00:00.000Z,0.572521,75.56197,2015-03-02T00:00:00.000Z,,2022-11-30T20:35:29.059Z,0.07728579884908908
2022-11-30,binancecoin,bnb,BNB,https://assets.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1644979850,300.35,48997392056,4,60017515840.0,935585578.0,304.75,294.64,4.26,1.43892,714361041.0,1.47953,163276974.63,163276974.63,200000000.0,686.31,-56.36459,2021-05-10T07:24:17.097Z,0.0398177,752009.59583,2017-10-19T00:00:00.000Z,,2022-11-30T20:37:08.002Z,0.05760819083532403
2022-11-30,usd-coin,usdc,USD Coin,https://assets.coingecko.com/coins/images/6319/large/USD_Coin_icon.png?1547042389,1.004,43365279441,5,43376006282.0,2876744882.0,1.019,0.997417,0.00220989,0.22057,-39429875.22009277,-0.09084,43211632232.5293,43209858837.1993,,1.17,-14.64237,2019-05-08T00:40:28.300Z,0.891848,12.23821,2021-05-19T13:14:05.611Z,,2022-11-30T20:37:11.884Z,0.05098629108277945
2022-11-30,binance-usd,busd,Binance USD,https://assets.coingecko.com/coins/images/9576/large/BUSD.png?1568947766,1.005,22376830571,6,22376830571.0,9584817893.0,1.021,0.996679,0.00249263,0.2487,-7089274.333732605,-0.03167,22262030912.0,22262030912.0,,1.15,-12.39856,2020-03-13T02:35:42.953Z,0.901127,12.20385,2021-05-19T13:04:37.445Z,,2022-11-30T20:36:57.513Z,0.026309333450861182
2022-11-30,ripple,xrp,XRP,https://assets.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1605778731,0.411665,20677975534,7,41117446309.0,1117912426.0,0.411727,0.396424,0.01247383,3.12478,608993429.0,3.0345,50290028663.0,99989207174.0,100000000000.0,3.4,-87.88733,2018-01-07T00:00:00.000Z,0.00268621,15224.32448,2014-05-22T00:00:00.000Z,,2022-11-30T20:37:06.443Z,0.02431192173022935
2022-11-30,dogecoin,doge,Dogecoin,https://assets.coingecko.com/coins/images/5/large/dogecoin.png?1547792256,0.105104,14401783875,8,,1742172267.0,0.109244,0.101304,0.00234994,2.28695,348066994.0,2.47669,137116056383.705,,,0.731578,-85.64362,2021-05-08T05:08:23.458Z,8.69e-05,120755.69403,2015-05-06T00:00:00.000Z,,2022-11-30T20:37:09.074Z,0.016932752520621062
2022-11-30,cardano,ada,Cardano,https://assets.coingecko.com/coins/images/975/large/cardano.png?1547034860,0.317296,11113479021,9,14270402587.0,257618768.0,0.319074,0.309331,0.0076459,2.46921,278492182.0,2.5703,35045020830.3234,45000000000.0,45000000000.0,3.09,-89.75074,2021-09-02T06:00:10.474Z,0.01925275,1543.32627,2020-03-13T02:22:55.044Z,,2022-11-30T20:37:07.527Z,0.013066561166243515
2022-11-30,matic-network,matic,Polygon,https://assets.coingecko.com/coins/images/4713/large/matic-token-icon.png?1624446912,0.910651,8071270438,10,9100807792.0,432359267.0,0.910893,0.839293,0.067326,7.98341,613342159.0,8.22403,8868740690.28493,10000000000.0,10000000000.0,2.92,-70.22096,2021-12-27T02:08:34.307Z,0.00314376,27524.08681,2019-05-10T00:00:00.000Z,"{'times': 345.2551832766449, 'currency': 'usd', 'percentage': 34525.51832766449}",2022-11-30T20:37:00.835Z,0.00948971502696285
