date,id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,market_share
2022-10-31,bitcoin,btc,Bitcoin,https://assets.coingecko.com/coins/images/1/large/bitcoin.png?1547033579,20454.0,392654744152,1,429584709696.0,35278738173.0,20800.0,20262.0,-213.34058539501348,-1.03228,-3834929708.5460205,-0.96722,19194700.0,21000000.0,21000000.0,69045.0,-70.37175,2021-11-10T14:24:11.849Z,67.81,30068.20505,2013-07-06T00:00:00.000Z,,2022-10-31T19:01:52.184Z,0.3937696411881089
2022-10-31,ethereum,eth,Ethereum,https://assets.coingecko.com/coins/images/279/large/ethereum.png?1595348880,1572.02,189480714072,2,189480714072.0,14511443772.0,1629.59,1554.86,-17.4294545002424,-1.09657,-1901303318.6605835,-0.99346,120522977.823355,120522977.823355,,4878.26,-67.76908,2021-11-10T14:24:19.604Z,0.432979,363037.44687,2015-10-20T00:00:00.000Z,"{'times': 101.76770772669575, 'currency': 'btc', 'percentage': 10176.770772669575}",2022-10-31T19:01:45.905Z,0.19001872230866323
2022-10-31,tether,usdt,Tether,https://assets.coingecko.com/coins/images/325/large/Tether-logo.png?1598003707,1.0,69425057001,3,69425057001.0,55137902488.0,1.008,0.994698,-3.1490061394246e-05,-0.00315,330811156.0,0.47878,69419933938.3116,69419933938.3116,,1.32,-24.41206,2018-07-24T00:00:00.000Z,0.572521,74.68363,2015-03-02T00:00:00.000Z,,2022-10-31T19:00:13.221Z,0.06962218129768784
2022-10-31,binancecoin,bnb,BNB,https://assets.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1644979850,328.45,53616247133,4,65675208956.0,2351516650.0,334.4,308.38,12.98,4.11366,2208806981.0,4.29667,163276974.63,163276974.63,200000000.0,686.31,-52.13704,2021-05-10T07:24:17.097Z,0.0398177,824876.57161,2017-10-19T00:00:00.000Z,,2022-10-31T19:01:58.808Z,0.05376848417051488
2022-10-31,usd-coin,usdc,USD Coin,https://assets.coingecko.com/coins/images/6319/large/USD_Coin_icon.png?1547042389,1.0,43465405685,5,43465396912.0,4558337253.0,1.01,0.995187,-3.1736796828108e-05,-0.00317,-197713470.91091156,-0.45282,43392438790.3287,43392430031.4594,,1.17,-14.71691,2019-05-08T00:40:28.300Z,0.891848,12.14019,2021-05-19T13:14:05.611Z,,2022-10-31T19:02:02.454Z,0.043588820600248594
2022-10-31,ripple,xrp,XRP,https://assets.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1605778731,0.453663,22737610498,6,45397675266.0,1454111708.0,0.462987,0.448763,-0.007791961131406955,-1.68856,-409492224.4364128,-1.76909,50085407159.0,99989240406.0,100000000000.0,3.4,-86.64924,2018-01-07T00:00:00.000Z,0.00268621,16790.69172,2014-05-22T00:00:00.000Z,,2022-10-31T19:01:56.671Z,0.022802171272904594
2022-10-31,binance-usd,busd,Binance USD,https://assets.coingecko.com/coins/images/9576/large/BUSD.png?1568947766,1.001,21170125595,7,21170125595.0,9465422347.0,1.005,0.991749,0.00182953,0.18306,-206137725.1249771,-0.96433,21143661768.15,21143661768.15,,1.15,-13.2687,2020-03-13T02:35:42.953Z,0.901127,11.08932,2021-05-19T13:04:37.445Z,,2022-10-31T19:01:56.778Z,0.021230235680594133
2022-10-31,dogecoin,doge,Dogecoin,https://assets.coingecko.com/coins/images/5/large/dogecoin.png?1547792256,0.128398,17640039388,8,,6374814515.0,0.129776,0.114324,0.01118623,9.54362,1727553936.0,10.85659,136710076383.705,,,0.731578,-82.40709,2021-05-08T05:08:23.458Z,8.69e-05,148001.65569,2015-05-06T00:00:00.000Z,,2022-10-31T19:01:58.613Z,0.017690126208351552
2022-10-31,cardano,ada,Cardano,https://assets.coingecko.com/coins/images/975/large/cardano.png?1547034860,0.405373,14208124219,9,18244120697.0,564692680.0,0.414169,0.397521,-0.000755489691305789,-0.18602,-13576111.901939392,-0.09546,35045020830.3234,45000000000.0,45000000000.0,3.09,-86.86821,2021-09-02T06:00:10.474Z,0.01925275,2005.49971,2020-03-13T02:22:55.044Z,,2022-10-31T19:02:01.405Z,0.01424846651924303
2022-10-31,solana,sol,Solana,https://assets.coingecko.com/coins/images/4128/large/solana.png?1640133422,32.89,11797321577,10,,1171099047.0,34.26,32.12,0.527708,1.63064,198610514.0,1.71235,358775433.627801,532353594.816456,,259.96,-87.36225,2021-11-06T21:54:35.825Z,0.500801,6460.08668,2020-05-11T19:35:23.449Z,,2022-10-31T19:02:01.331Z,0.011830818686244474
2022-10-31,matic-network,matic,Polygon,https://assets.coingecko.com/coins/images/4713/large/matic-token-icon.png?1624446912,0.905006,8024717987,11,9058531305.0,383738362.0,0.928915,0.896156,-0.006345521845417591,-0.69628,-53175469.45763302,-0.65828,8858740690.28493,10000000000.0,10000000000.0,2.92,-68.96727,2021-12-27T02:08:34.307Z,0.00314376,28687.05688,2019-05-10T00:00:00.000Z,"{'times': 343.10868687875245, 'currency': 'usd', 'percentage': 34310.86868787524}",2022-10-31T19:01:45.527Z,0.008047503231371968
