date,id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,market_share
2022-11-11,bitcoin,btc,Bitcoin,https://assets.coingecko.com/coins/images/1/large/bitcoin.png?1547033579,16720.14,321113989399,1,351133166383.0,46375670529.0,18106.79,16569.89,-732.5615480775195,-4.19741,-14175852465.098328,-4.22794,19204662.0,21000000.0,21000000.0,69045.0,-75.78292,2021-11-10T14:24:11.849Z,67.81,24558.41846,2013-07-06T00:00:00.000Z,,2022-11-11T20:40:07.188Z,0.38282587703704735
2022-11-11,ethereum,eth,Ethereum,https://assets.coingecko.com/coins/images/279/large/ethereum.png?1595348880,1260.34,152094922380,2,152094922380.0,17722013411.0,1332.84,1215.69,-35.222672324406176,-2.71872,-4037730128.9904785,-2.58609,120515077.842757,120515077.842757,,4878.26,-74.16414,2021-11-10T14:24:19.604Z,0.432979,290985.98222,2015-10-20T00:00:00.000Z,"{'times': 99.74496827967212, 'currency': 'btc', 'percentage': 9974.496827967212}",2022-11-11T20:39:59.461Z,0.18132461983976852
2022-11-11,tether,usdt,Tether,https://assets.coingecko.com/coins/images/325/large/Tether.png?1668148663,1.001,68306490730,3,68306490730.0,65204630813.0,1.019,0.992557,0.00262094,0.26242,-115802539.3557663,-0.16925,68271811803.0223,68271811803.0223,,1.32,-24.31668,2018-07-24T00:00:00.000Z,0.572521,74.90405,2015-03-02T00:00:00.000Z,,2022-11-11T20:40:04.715Z,0.08143367490770749
2022-11-11,binancecoin,bnb,BNB,https://assets.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1644979850,287.2,46821016023,4,57351645728.0,1672431574.0,308.33,281.74,-13.61651307509868,-4.52658,-2263717567.0222855,-4.61186,163276974.63,163276974.63,200000000.0,686.31,-58.15344,2021-05-10T07:24:17.097Z,0.0398177,721176.56025,2017-10-19T00:00:00.000Z,,2022-11-11T20:40:06.699Z,0.05581910821237625
2022-11-11,usd-coin,usdc,USD Coin,https://assets.coingecko.com/coins/images/6319/large/USD_Coin_icon.png?1547042389,1.004,44141572205,5,44022666000.0,6117493227.0,1.018,0.996121,0.0020266,0.20235,527820062.0,1.21021,43938467260.4452,43864136023.9205,,1.17,-14.52448,2019-05-08T00:40:28.300Z,0.891848,12.39323,2021-05-19T13:14:05.611Z,,2022-11-11T20:39:58.144Z,0.05262472720294976
2022-11-11,binance-usd,busd,Binance USD,https://assets.coingecko.com/coins/images/9576/large/BUSD.png?1568947766,1.001,23035018364,6,23035018364.0,15573248572.0,1.021,0.986157,0.00012134,0.01212,-63551073.56820297,-0.27513,23013712270.61,23013712270.61,,1.15,-13.34793,2020-03-13T02:35:42.953Z,0.901127,10.98785,2021-05-19T13:04:37.445Z,,2022-11-11T20:40:07.655Z,0.0274619026230137
2022-11-11,ripple,xrp,XRP,https://assets.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1605778731,0.374632,18812235704,7,37463154433.0,1903364566.0,0.401883,0.372234,-0.015494226421227443,-3.9716,-774409935.8482323,-3.95376,50215300844.0,99989233161.0,100000000000.0,3.4,-88.9764,2018-01-07T00:00:00.000Z,0.00268621,13846.49003,2014-05-22T00:00:00.000Z,,2022-11-11T20:40:00.539Z,0.022427582946138325
2022-11-11,cardano,ada,Cardano,https://assets.coingecko.com/coins/images/975/large/cardano.png?1547034860,0.350484,12282709884,8,15771768191.0,628432765.0,0.374363,0.344941,-0.014084691993157927,-3.86339,-498027690.19901276,-3.89671,35045020830.3234,45000000000.0,45000000000.0,3.09,-88.67056,2021-09-02T06:00:10.474Z,0.01925275,1716.51904,2020-03-13T02:22:55.044Z,,2022-11-11T20:40:00.441Z,0.014643208763761673
2022-11-11,dogecoin,doge,Dogecoin,https://assets.coingecko.com/coins/images/5/large/dogecoin.png?1547792256,0.083152,11377385392,9,,1686644526.0,0.092561,0.082341,-0.006958791364200121,-7.72248,-989378040.1615009,-8.0003,136859766383.705,,,0.731578,-88.63387,2021-05-08T05:08:23.458Z,8.69e-05,95582.96273,2015-05-06T00:00:00.000Z,,2022-11-11T20:40:03.896Z,0.013563898443766943
2022-11-11,matic-network,matic,Polygon,https://assets.coingecko.com/coins/images/4713/large/matic-token-icon.png?1624446912,1.021,9048673122,10,10214401165.0,1763711103.0,1.15,1.005,-0.09164306519419152,-8.23326,-808532586.3145542,-8.20245,8858740690.28493,10000000000.0,10000000000.0,2.92,-64.8555,2021-12-27T02:08:34.307Z,0.00314376,32501.2839,2019-05-10T00:00:00.000Z,"{'times': 387.3802724170057, 'currency': 'usd', 'percentage': 38738.02724170057}",2022-11-11T20:39:58.362Z,0.01078765279094376
2022-11-11,polkadot,dot,Polkadot,https://assets.coingecko.com/coins/images/12171/large/polkadot.png?1639712644,5.62,6567720654,11,7022371173.0,403759691.0,6.05,5.55,-0.3021725808793887,-5.10549,-351776357.9186764,-5.08384,1169380079.75295,1250330425.85629,,54.98,-89.78155,2021-11-04T14:10:09.301Z,2.7,108.27756,2020-08-20T05:48:11.359Z,,2022-11-11T20:40:01.126Z,0.007829909323501152
2022-11-11,staked-ether,steth,Lido Staked Ether,https://assets.coingecko.com/coins/images/13442/large/steth_logo.png?1608607546,1248.95,5911741401,12,5911741401.0,16493480.0,1322.04,1212.89,-36.828611851879714,-2.8643,-147058202.37933254,-2.42718,4713716.37801976,4713733.48088508,4713733.48088508,4829.57,-74.02103,2021-11-10T14:40:47.256Z,482.9,159.82241,2020-12-22T04:08:21.854Z,,2022-11-11T20:40:09.542Z,0.00704786356673471
2022-11-11,solana,sol,Solana,https://assets.coingecko.com/coins/images/4128/large/solana.png?1640133422,15.98,5793078431,13,,2226379404.0,18.51,15.87,-1.3910717600522133,-8.01028,-495610514.3061495,-7.88098,362634006.519927,533303504.75805,,259.96,-93.79952,2021-11-06T21:54:35.825Z,0.500801,3118.58495,2020-05-11T19:35:23.449Z,,2022-11-11T20:39:54.789Z,0.006906395872826098
2022-11-11,shiba-inu,shib,Shiba Inu,https://assets.coingecko.com/coins/images/11939/large/shiba.png?1622619446,9.72e-06,5721978984,14,,330507698.0,1.036e-05,9.57e-06,-4.43807465103e-07,-4.36735,-260907586.48044586,-4.3609,589372385341004.8,999991079353073.0,,8.616e-05,-88.73271,2021-10-28T03:54:55.568Z,5.6366e-11,17222504.29576,2020-11-28T11:26:25.838Z,,2022-11-11T20:40:06.096Z,0.0068216324895628315
2022-11-11,dai,dai,Dai,https://assets.coingecko.com/coins/images/9956/large/4943.png?1636636734,1.004,5420685101,15,5420685101.0,691975319.0,1.015,0.988155,0.00657721,0.65942,10835614.0,0.20029,5398794574.83435,5395983786.22322,5395983786.22322,1.22,-17.81446,2020-03-13T03:02:50.373Z,0.903243,10.90974,2019-11-25T00:04:18.137Z,,2022-11-11T20:35:45.875Z,0.006462435759388448
2022-11-11,tron,trx,TRON,https://assets.coingecko.com/coins/images/1094/large/tron-logo.png?1547035066,0.055091,5079455707,16,5079456987.0,669032175.0,0.059059,0.054609,-0.002252335896781831,-3.92784,-229406443.17406178,-4.3212,92211060987.2142,92211058916.5179,,0.231673,-76.27214,2018-01-05T00:00:00.000Z,0.00180434,2946.59578,2017-11-12T00:00:00.000Z,"{'times': 27.99500238919739, 'currency': 'usd', 'percentage': 2799.500238919739}",2022-11-11T20:39:58.707Z,0.006055628686693293
2022-11-11,okb,okb,OKB,https://assets.coingecko.com/coins/images/4463/large/WeChat_Image_20220118095654.png?1642471050,19.37,4864747862,17,,25571735.0,20.5,18.78,-0.8690744779879083,-4.29421,-240894109.707695,-4.71819,251627611.56,300000000.0,,44.01,-56.22317,2021-05-03T01:03:16.108Z,0.580608,3217.92277,2019-01-14T00:00:00.000Z,,2022-11-11T20:40:13.432Z,0.0057996581535418165
2022-11-11,uniswap,uni,Uniswap,https://assets.coingecko.com/coins/images/12504/large/uniswap-uni.png?1600306604,6.01,4530852660,18,6010948557.0,262710947.0,6.22,5.46,0.324155,5.70014,240468123.0,5.60482,753766667.0,1000000000.0,1000000000.0,44.92,-86.55146,2021-05-03T05:25:04.822Z,1.03,486.39054,2020-09-17T01:20:38.214Z,,2022-11-11T20:39:54.800Z,0.005401594762459578
2022-11-11,litecoin,ltc,Litecoin,https://assets.coingecko.com/coins/images/2/large/litecoin.png?1547033580,60.26,4314745396,19,5062664713.0,1105350804.0,63.77,58.59,1.66,2.84112,129272926.0,3.08861,71590483.2334713,84000000.0,84000000.0,410.26,-85.3125,2021-05-10T03:13:07.904Z,1.15,5145.0128,2015-01-14T00:00:00.000Z,,2022-11-11T20:40:08.019Z,0.005143955869088044
2022-11-11,avalanche-2,avax,Avalanche,https://assets.coingecko.com/coins/images/12559/large/coin-round-red.png?1604021818,13.82,4139712265,20,9937456435.0,320325672.0,15.76,13.68,-1.554810741587005,-10.11273,-476968774.99965525,-10.33142,299935184.660322,414684444.660322,720000000.0,144.96,-90.47161,2021-11-21T14:18:56.538Z,2.8,393.11526,2020-12-31T13:15:21.540Z,,2022-11-11T20:40:01.174Z,0.004935284761326509
2022-11-11,wrapped-bitcoin,wbtc,Wrapped Bitcoin,https://assets.coingecko.com/coins/images/7598/large/wrapped_bitcoin_wbtc.png?1548822744,16704.87,3984980643,21,3984980643.0,445983143.0,18018.32,16655.07,-708.174330814807,-4.06692,-147838120.35396433,-3.57717,238463.51738981,237913.51738981,237913.51738981,70643.0,-76.38489,2021-11-10T14:40:19.650Z,3139.17,431.43026,2019-04-02T00:00:00.000Z,,2022-11-11T20:40:01.466Z,0.004750816719282062
2022-11-11,leo-token,leo,LEO Token,https://assets.coingecko.com/coins/images/8418/large/leo-token.png?1558326215,3.81,3544216679,22,,1468392.0,4.12,3.79,-0.04552044763590102,-1.18137,-62356006.964132786,-1.72895,933426793.9,985239504.0,,8.14,-53.26335,2022-02-08T17:40:10.285Z,0.799859,375.35711,2019-12-24T15:14:35.376Z,,2022-11-11T20:40:14.146Z,0.004225346460572894
2022-11-11,cosmos,atom,Cosmos Hub,https://assets.coingecko.com/coins/images/1481/large/cosmos_hub.png?1555657960,11.53,3377014618,23,,299490521.0,12.36,11.34,-0.4259468206680346,-3.56251,-144598662.755857,-4.10603,292586163.827428,,,44.45,-73.98504,2022-01-17T00:34:41.497Z,1.16,896.77166,2020-03-13T02:27:44.591Z,"{'times': 114.3043571283955, 'currency': 'usd', 'percentage': 11430.43571283955}",2022-11-11T20:39:59.770Z,0.004026011402749573
2022-11-11,chainlink,link,Chainlink,https://assets.coingecko.com/coins/images/877/large/chainlink-new-logo.png?1547034700,6.84,3362703859,24,6840325581.0,621496765.0,7.36,6.67,-0.317367796793099,-4.43394,-154552744.4657874,-4.39413,491599971.2305644,1000000000.0,1000000000.0,52.7,-87.02094,2021-05-10T00:13:57.214Z,0.148183,4515.58467,2017-11-29T00:00:00.000Z,,2022-11-11T20:39:50.877Z,0.004008950393120268
2022-11-11,ethereum-classic,etc,Ethereum Classic,https://assets.coingecko.com/coins/images/453/large/ethereum-classic-logo.png?1547034169,21.11,2907554401,25,4443932301.0,343976471.0,22.37,20.89,-0.613646878703566,-2.82497,-84723367.39093208,-2.8314,137855770.733464,210700000.0,210700000.0,167.09,-87.36685,2021-05-06T18:34:22.133Z,0.615038,3332.00547,2016-07-25T00:00:00.000Z,"{'times': 45.90803439083169, 'currency': 'usd', 'percentage': 4590.803439083169}",2022-11-11T20:40:08.257Z,0.003466330027162679
2022-11-11,stellar,xlm,Stellar,https://assets.coingecko.com/coins/images/100/large/Stellar_symbol_black_RGB.png?1552356157,0.093167,2388481618,26,4655049732.0,104111916.0,0.098541,0.092684,-0.003424409427081748,-3.54526,-92693784.56504917,-3.73588,25655655103.5648,50001787542.6275,50001787542.6275,0.875563,-89.3592,2018-01-03T00:00:00.000Z,0.00047612,19467.80641,2015-03-05T00:00:00.000Z,,2022-11-11T20:39:54.934Z,0.002847501511563119
