end,start,tweet_count,query
2022-12-17T00:00:00.000Z,2022-12-16T16:32:55.000Z,69695,Bitcoin
2022-12-18T00:00:00.000Z,2022-12-17T00:00:00.000Z,189508,Bitcoin
2022-12-19T00:00:00.000Z,2022-12-18T00:00:00.000Z,175273,Bitcoin
2022-12-20T00:00:00.000Z,2022-12-19T00:00:00.000Z,217128,Bitcoin
2022-12-21T00:00:00.000Z,2022-12-20T00:00:00.000Z,188319,Bitcoin
2022-12-22T00:00:00.000Z,2022-12-21T00:00:00.000Z,198880,Bitcoin
2022-12-23T00:00:00.000Z,2022-12-22T00:00:00.000Z,211119,Bitcoin
2022-12-23T16:32:55.000Z,2022-12-23T00:00:00.000Z,156795,Bitcoin
2022-12-17T00:00:00.000Z,2022-12-16T16:32:55.000Z,32269,Ethereum
2022-12-18T00:00:00.000Z,2022-12-17T00:00:00.000Z,103193,Ethereum
2022-12-19T00:00:00.000Z,2022-12-18T00:00:00.000Z,97834,Ethereum
2022-12-20T00:00:00.000Z,2022-12-19T00:00:00.000Z,147933,Ethereum
2022-12-21T00:00:00.000Z,2022-12-20T00:00:00.000Z,172443,Ethereum
2022-12-22T00:00:00.000Z,2022-12-21T00:00:00.000Z,123906,Ethereum
2022-12-23T00:00:00.000Z,2022-12-22T00:00:00.000Z,129243,Ethereum
2022-12-23T16:32:55.000Z,2022-12-23T00:00:00.000Z,80635,Ethereum
2022-12-17T00:00:00.000Z,2022-12-16T16:32:56.000Z,1672,Tether
2022-12-18T00:00:00.000Z,2022-12-17T00:00:00.000Z,4536,Tether
2022-12-19T00:00:00.000Z,2022-12-18T00:00:00.000Z,4621,Tether
2022-12-20T00:00:00.000Z,2022-12-19T00:00:00.000Z,4020,Tether
2022-12-21T00:00:00.000Z,2022-12-20T00:00:00.000Z,3531,Tether
2022-12-22T00:00:00.000Z,2022-12-21T00:00:00.000Z,5520,Tether
2022-12-23T00:00:00.000Z,2022-12-22T00:00:00.000Z,10192,Tether
2022-12-23T16:32:56.000Z,2022-12-23T00:00:00.000Z,3879,Tether
2022-12-17T00:00:00.000Z,2022-12-16T16:32:56.000Z,164,USD Coin
2022-12-18T00:00:00.000Z,2022-12-17T00:00:00.000Z,320,USD Coin
2022-12-19T00:00:00.000Z,2022-12-18T00:00:00.000Z,223,USD Coin
2022-12-20T00:00:00.000Z,2022-12-19T00:00:00.000Z,286,USD Coin
2022-12-21T00:00:00.000Z,2022-12-20T00:00:00.000Z,251,USD Coin
2022-12-22T00:00:00.000Z,2022-12-21T00:00:00.000Z,340,USD Coin
