end,start,tweet_count,query
2022-12-10T00:00:00.000Z,2022-12-09T18:11:21.000Z,47564,Bitcoin
2022-12-11T00:00:00.000Z,2022-12-10T00:00:00.000Z,191018,Bitcoin
2022-12-12T00:00:00.000Z,2022-12-11T00:00:00.000Z,194394,Bitcoin
2022-12-13T00:00:00.000Z,2022-12-12T00:00:00.000Z,233979,Bitcoin
2022-12-14T00:00:00.000Z,2022-12-13T00:00:00.000Z,246334,Bitcoin
2022-12-15T00:00:00.000Z,2022-12-14T00:00:00.000Z,255512,Bitcoin
2022-12-16T00:00:00.000Z,2022-12-15T00:00:00.000Z,236786,Bitcoin
2022-12-16T18:11:21.000Z,2022-12-16T00:00:00.000Z,171950,Bitcoin
2022-12-10T00:00:00.000Z,2022-12-09T18:11:21.000Z,56506,Ethereum
2022-12-11T00:00:00.000Z,2022-12-10T00:00:00.000Z,133465,Ethereum
2022-12-12T00:00:00.000Z,2022-12-11T00:00:00.000Z,123245,Ethereum
2022-12-13T00:00:00.000Z,2022-12-12T00:00:00.000Z,171363,Ethereum
2022-12-14T00:00:00.000Z,2022-12-13T00:00:00.000Z,118088,Ethereum
2022-12-15T00:00:00.000Z,2022-12-14T00:00:00.000Z,137759,Ethereum
2022-12-16T00:00:00.000Z,2022-12-15T00:00:00.000Z,123566,Ethereum
2022-12-16T18:11:21.000Z,2022-12-16T00:00:00.000Z,87191,Ethereum
2022-12-10T00:00:00.000Z,2022-12-09T18:11:21.000Z,1914,Tether
2022-12-11T00:00:00.000Z,2022-12-10T00:00:00.000Z,5611,Tether
2022-12-12T00:00:00.000Z,2022-12-11T00:00:00.000Z,4917,Tether
2022-12-13T00:00:00.000Z,2022-12-12T00:00:00.000Z,6155,Tether
2022-12-14T00:00:00.000Z,2022-12-13T00:00:00.000Z,13259,Tether
2022-12-15T00:00:00.000Z,2022-12-14T00:00:00.000Z,7651,Tether
2022-12-16T00:00:00.000Z,2022-12-15T00:00:00.000Z,7691,Tether
2022-12-16T18:11:21.000Z,2022-12-16T00:00:00.000Z,4199,Tether
2022-12-10T00:00:00.000Z,2022-12-09T18:11:21.000Z,262,USD Coin
2022-12-11T00:00:00.000Z,2022-12-10T00:00:00.000Z,584,USD Coin
2022-12-12T00:00:00.000Z,2022-12-11T00:00:00.000Z,559,USD Coin
2022-12-13T00:00:00.000Z,2022-12-12T00:00:00.000Z,589,USD Coin
2022-12-14T00:00:00.000Z,2022-12-13T00:00:00.000Z,920,USD Coin
2022-12-15T00:00:00.000Z,2022-12-14T00:00:00.000Z,427,USD Coin
