end,start,tweet_count,query
2022-12-05T00:00:00.000Z,2022-12-04T19:45:08.000Z,36533,Bitcoin
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,245779,Bitcoin
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,247508,Bitcoin
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,235571,Bitcoin
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,232128,Bitcoin
2022-12-10T00:00:00.000Z,2022-12-09T00:00:00.000Z,212997,Bitcoin
2022-12-11T00:00:00.000Z,2022-12-10T00:00:00.000Z,200488,Bitcoin
2022-12-11T19:45:08.000Z,2022-12-11T00:00:00.000Z,173333,Bitcoin
2022-12-05T00:00:00.000Z,2022-12-04T19:45:08.000Z,18547,Ethereum
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,113066,Ethereum
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,115187,Ethereum
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,200004,Ethereum
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,140343,Ethereum
2022-12-10T00:00:00.000Z,2022-12-09T00:00:00.000Z,181696,Ethereum
2022-12-11T00:00:00.000Z,2022-12-10T00:00:00.000Z,142733,Ethereum
2022-12-11T19:45:08.000Z,2022-12-11T00:00:00.000Z,94934,Ethereum
2022-12-05T00:00:00.000Z,2022-12-04T19:45:09.000Z,635,Tether
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,4110,Tether
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,6124,Tether
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,9016,Tether
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,5738,Tether
2022-12-10T00:00:00.000Z,2022-12-09T00:00:00.000Z,9674,Tether
2022-12-11T00:00:00.000Z,2022-12-10T00:00:00.000Z,5717,Tether
2022-12-11T19:45:09.000Z,2022-12-11T00:00:00.000Z,4066,Tether
2022-12-05T00:00:00.000Z,2022-12-04T19:45:09.000Z,23581,BNB
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,171266,BNB
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,167838,BNB
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,193198,BNB
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,240874,BNB
2022-12-10T00:00:00.000Z,2022-12-09T00:00:00.000Z,212071,BNB
2022-12-11T00:00:00.000Z,2022-12-10T00:00:00.000Z,191289,BNB
2022-12-11T19:45:09.000Z,2022-12-11T00:00:00.000Z,173048,BNB
2022-12-05T00:00:00.000Z,2022-12-04T19:45:09.000Z,112,USD Coin
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,514,USD Coin
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,3321,USD Coin
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,822,USD Coin
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,1049,USD Coin
2022-12-10T00:00:00.000Z,2022-12-09T00:00:00.000Z,4955,USD Coin
2022-12-11T00:00:00.000Z,2022-12-10T00:00:00.000Z,607,USD Coin
2022-12-11T19:45:09.000Z,2022-12-11T00:00:00.000Z,481,USD Coin
2022-12-05T00:00:00.000Z,2022-12-04T19:45:09.000Z,45,Binance USD
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,591,Binance USD
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,656,Binance USD
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,1877,Binance USD
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,1272,Binance USD
2022-12-10T00:00:00.000Z,2022-12-09T00:00:00.000Z,878,Binance USD
2022-12-11T00:00:00.000Z,2022-12-10T00:00:00.000Z,805,Binance USD
2022-12-11T19:45:09.000Z,2022-12-11T00:00:00.000Z,400,Binance USD
2022-12-05T00:00:00.000Z,2022-12-04T19:45:10.000Z,5659,XRP
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,49520,XRP
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,48468,XRP
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,50507,XRP
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,51659,XRP
2022-12-10T00:00:00.000Z,2022-12-09T00:00:00.000Z,43088,XRP
2022-12-11T00:00:00.000Z,2022-12-10T00:00:00.000Z,46455,XRP
2022-12-11T19:45:10.000Z,2022-12-11T00:00:00.000Z,33335,XRP
2022-12-05T00:00:00.000Z,2022-12-04T19:45:10.000Z,4405,Dogecoin
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,24626,Dogecoin
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,26190,Dogecoin
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,22515,Dogecoin
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,24614,Dogecoin
2022-12-10T00:00:00.000Z,2022-12-09T00:00:00.000Z,31578,Dogecoin
2022-12-11T00:00:00.000Z,2022-12-10T00:00:00.000Z,25772,Dogecoin
2022-12-11T19:45:10.000Z,2022-12-11T00:00:00.000Z,14450,Dogecoin
2022-12-05T00:00:00.000Z,2022-12-04T19:45:10.000Z,4565,Cardano
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,30145,Cardano
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,29803,Cardano
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,27734,Cardano
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,29259,Cardano
2022-12-10T00:00:00.000Z,2022-12-09T00:00:00.000Z,30799,Cardano
2022-12-11T00:00:00.000Z,2022-12-10T00:00:00.000Z,22831,Cardano
2022-12-11T19:45:10.000Z,2022-12-11T00:00:00.000Z,21280,Cardano
2022-12-05T00:00:00.000Z,2022-12-04T19:45:10.000Z,3249,Polygon
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,31751,Polygon
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,35660,Polygon
