end,start,tweet_count,query
2022-12-03T00:00:00.000Z,2022-12-02T14:11:44.000Z,98678,Bitcoin
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,196474,Bitcoin
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,194566,Bitcoin
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,249515,Bitcoin
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,252207,Bitcoin
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,240569,Bitcoin
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,238899,Bitcoin
2022-12-09T14:11:44.000Z,2022-12-09T00:00:00.000Z,122867,Bitcoin
2022-12-03T00:00:00.000Z,2022-12-02T14:11:44.000Z,46003,Ethereum
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,101940,Ethereum
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,116302,Ethereum
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,115628,Ethereum
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,116993,Ethereum
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,209315,Ethereum
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,143705,Ethereum
2022-12-09T14:11:44.000Z,2022-12-09T00:00:00.000Z,88006,Ethereum
2022-12-03T00:00:00.000Z,2022-12-02T14:11:44.000Z,4016,Tether
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,5811,Tether
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,4060,Tether
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,4154,Tether
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,6176,Tether
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,9124,Tether
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,5861,Tether
2022-12-09T14:11:44.000Z,2022-12-09T00:00:00.000Z,5736,Tether
2022-12-03T00:00:00.000Z,2022-12-02T14:11:45.000Z,66215,BNB
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,158515,BNB
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,180241,BNB
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,181860,BNB
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,175300,BNB
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,202762,BNB
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,278599,BNB
2022-12-09T14:11:45.000Z,2022-12-09T00:00:00.000Z,154618,BNB
2022-12-03T00:00:00.000Z,2022-12-02T14:11:45.000Z,149,USD Coin
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,239,USD Coin
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,357,USD Coin
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,519,USD Coin
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,3334,USD Coin
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,828,USD Coin
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,1053,USD Coin
2022-12-09T14:11:45.000Z,2022-12-09T00:00:00.000Z,4501,USD Coin
2022-12-03T00:00:00.000Z,2022-12-02T14:11:45.000Z,243,Binance USD
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,340,Binance USD
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,324,Binance USD
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,597,Binance USD
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,669,Binance USD
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,1881,Binance USD
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,1282,Binance USD
2022-12-09T14:11:45.000Z,2022-12-09T00:00:00.000Z,536,Binance USD
2022-12-03T00:00:00.000Z,2022-12-02T14:11:45.000Z,16589,XRP
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,42644,XRP
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,36484,XRP
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,50463,XRP
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,49412,XRP
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,52478,XRP
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,53741,XRP
2022-12-09T14:11:45.000Z,2022-12-09T00:00:00.000Z,24817,XRP
2022-12-03T00:00:00.000Z,2022-12-02T14:11:46.000Z,9845,Dogecoin
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,25494,Dogecoin
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,30210,Dogecoin
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,25407,Dogecoin
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,26807,Dogecoin
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,22931,Dogecoin
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,25250,Dogecoin
2022-12-09T14:11:46.000Z,2022-12-09T00:00:00.000Z,19720,Dogecoin
2022-12-03T00:00:00.000Z,2022-12-02T14:11:46.000Z,13910,Cardano
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,27518,Cardano
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,25548,Cardano
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,30351,Cardano
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,30023,Cardano
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,28009,Cardano
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,29635,Cardano
2022-12-09T14:11:46.000Z,2022-12-09T00:00:00.000Z,17999,Cardano
2022-12-03T00:00:00.000Z,2022-12-02T14:11:46.000Z,12713,Polygon
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,30668,Polygon
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,33313,Polygon
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,32118,Polygon
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,36272,Polygon
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,30684,Polygon
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,28122,Polygon
2022-12-09T14:11:46.000Z,2022-12-09T00:00:00.000Z,15992,Polygon
2022-12-03T00:00:00.000Z,2022-12-02T14:11:46.000Z,2285,Polkadot
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,4530,Polkadot
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,4113,Polkadot
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,4070,Polkadot
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,4930,Polkadot
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,4642,Polkadot
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,5397,Polkadot
2022-12-09T14:11:46.000Z,2022-12-09T00:00:00.000Z,3242,Polkadot
2022-12-03T00:00:00.000Z,2022-12-02T14:11:47.000Z,0,Lido Staked Ether
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,2,Lido Staked Ether
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,2,Lido Staked Ether
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,3,Lido Staked Ether
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,4,Lido Staked Ether
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,0,Lido Staked Ether
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,6,Lido Staked Ether
2022-12-09T14:11:47.000Z,2022-12-09T00:00:00.000Z,0,Lido Staked Ether
2022-12-03T00:00:00.000Z,2022-12-02T14:11:47.000Z,2102,Litecoin
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,4152,Litecoin
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,6410,Litecoin
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,6622,Litecoin
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,5038,Litecoin
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,4682,Litecoin
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,7698,Litecoin
2022-12-09T14:11:47.000Z,2022-12-09T00:00:00.000Z,2668,Litecoin
2022-12-03T00:00:00.000Z,2022-12-02T14:11:47.000Z,1689,Shiba Inu
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,3583,Shiba Inu
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,5086,Shiba Inu
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,4738,Shiba Inu
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,4948,Shiba Inu
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,4084,Shiba Inu
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,4722,Shiba Inu
2022-12-09T14:11:47.000Z,2022-12-09T00:00:00.000Z,2838,Shiba Inu
2022-12-03T00:00:00.000Z,2022-12-02T14:11:47.000Z,468,OKB
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,950,OKB
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,760,OKB
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,682,OKB
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,518,OKB
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,497,OKB
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,1492,OKB
2022-12-09T14:11:47.000Z,2022-12-09T00:00:00.000Z,839,OKB
2022-12-03T00:00:00.000Z,2022-12-02T14:11:47.000Z,39050,Dai
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,84169,Dai
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,90316,Dai
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,86784,Dai
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,74791,Dai
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,70570,Dai
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,68816,Dai
2022-12-09T14:11:47.000Z,2022-12-09T00:00:00.000Z,36518,Dai
2022-12-03T00:00:00.000Z,2022-12-02T14:11:48.000Z,3094,TRON
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,7283,TRON
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,25499,TRON
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,7360,TRON
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,12752,TRON
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,11552,TRON
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,9712,TRON
2022-12-09T14:11:48.000Z,2022-12-09T00:00:00.000Z,5317,TRON
2022-12-03T00:00:00.000Z,2022-12-02T14:11:48.000Z,23048,Solana
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,49862,Solana
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,48290,Solana
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,54953,Solana
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,56552,Solana
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,51236,Solana
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,55916,Solana
2022-12-09T14:11:48.000Z,2022-12-09T00:00:00.000Z,35780,Solana
2022-12-03T00:00:00.000Z,2022-12-02T14:11:48.000Z,4994,Uniswap
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,8600,Uniswap
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,7513,Uniswap
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,9110,Uniswap
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,9038,Uniswap
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,26758,Uniswap
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,36427,Uniswap
2022-12-09T14:11:48.000Z,2022-12-09T00:00:00.000Z,3901,Uniswap
2022-12-03T00:00:00.000Z,2022-12-02T14:11:48.000Z,6324,Avalanche
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,11820,Avalanche
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,17375,Avalanche
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,13031,Avalanche
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,11618,Avalanche
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,10349,Avalanche
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,16350,Avalanche
2022-12-09T14:11:48.000Z,2022-12-09T00:00:00.000Z,11133,Avalanche
2022-12-03T00:00:00.000Z,2022-12-02T14:11:49.000Z,10,LEO Token
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,50,LEO Token
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,35,LEO Token
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,41,LEO Token
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,36,LEO Token
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,31,LEO Token
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,50,LEO Token
2022-12-09T14:11:49.000Z,2022-12-09T00:00:00.000Z,26,LEO Token
2022-12-03T00:00:00.000Z,2022-12-02T14:11:49.000Z,54,Wrapped Bitcoin
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,173,Wrapped Bitcoin
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,115,Wrapped Bitcoin
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,153,Wrapped Bitcoin
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,1525,Wrapped Bitcoin
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,484,Wrapped Bitcoin
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,316,Wrapped Bitcoin
2022-12-09T14:11:49.000Z,2022-12-09T00:00:00.000Z,91,Wrapped Bitcoin
2022-12-03T00:00:00.000Z,2022-12-02T14:11:49.000Z,2684,Chainlink
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,3831,Chainlink
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,4196,Chainlink
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,5607,Chainlink
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,6548,Chainlink
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,7338,Chainlink
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,10141,Chainlink
2022-12-09T14:11:49.000Z,2022-12-09T00:00:00.000Z,4539,Chainlink
2022-12-03T00:00:00.000Z,2022-12-02T14:11:49.000Z,52,Cosmos Hub
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,55,Cosmos Hub
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,95,Cosmos Hub
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,123,Cosmos Hub
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,169,Cosmos Hub
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,62,Cosmos Hub
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,59,Cosmos Hub
2022-12-09T14:11:49.000Z,2022-12-09T00:00:00.000Z,73,Cosmos Hub
2022-12-03T00:00:00.000Z,2022-12-02T14:11:50.000Z,63,Toncoin
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,52,Toncoin
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,69,Toncoin
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,94,Toncoin
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,80,Toncoin
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,98,Toncoin
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,191,Toncoin
2022-12-09T14:11:50.000Z,2022-12-09T00:00:00.000Z,101,Toncoin
2022-12-03T00:00:00.000Z,2022-12-02T14:11:50.000Z,800,Monero
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,1927,Monero
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,2277,Monero
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,2573,Monero
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,3427,Monero
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,3261,Monero
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,3036,Monero
2022-12-09T14:11:50.000Z,2022-12-09T00:00:00.000Z,1651,Monero
2022-12-03T00:00:00.000Z,2022-12-02T14:11:50.000Z,123,Ethereum Classic
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,138,Ethereum Classic
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,75,Ethereum Classic
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,131,Ethereum Classic
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,1701,Ethereum Classic
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,192,Ethereum Classic
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,375,Ethereum Classic
2022-12-09T14:11:50.000Z,2022-12-09T00:00:00.000Z,551,Ethereum Classic
2022-12-03T00:00:00.000Z,2022-12-02T14:11:50.000Z,4905,Stellar
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,9236,Stellar
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,9135,Stellar
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,11565,Stellar
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,10576,Stellar
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,12123,Stellar
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,11069,Stellar
2022-12-09T14:11:50.000Z,2022-12-09T00:00:00.000Z,5145,Stellar
2022-12-03T00:00:00.000Z,2022-12-02T14:11:50.000Z,1697,Bitcoin Cash
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,4587,Bitcoin Cash
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,3905,Bitcoin Cash
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,3486,Bitcoin Cash
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,2830,Bitcoin Cash
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,4727,Bitcoin Cash
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,4865,Bitcoin Cash
2022-12-09T14:11:50.000Z,2022-12-09T00:00:00.000Z,1887,Bitcoin Cash
2022-12-03T00:00:00.000Z,2022-12-02T14:11:51.000Z,2691,Quant
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,5024,Quant
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,5244,Quant
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,5728,Quant
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,5826,Quant
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,5926,Quant
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,4716,Quant
2022-12-09T14:11:51.000Z,2022-12-09T00:00:00.000Z,2659,Quant
