end,start,tweet_count,query
2022-12-19T00:00:00.000Z,2022-12-18T12:49:14.000Z,82044,Bitcoin
2022-12-20T00:00:00.000Z,2022-12-19T00:00:00.000Z,215947,Bitcoin
2022-12-21T00:00:00.000Z,2022-12-20T00:00:00.000Z,186621,Bitcoin
2022-12-22T00:00:00.000Z,2022-12-21T00:00:00.000Z,196180,Bitcoin
2022-12-23T00:00:00.000Z,2022-12-22T00:00:00.000Z,206319,Bitcoin
2022-12-24T00:00:00.000Z,2022-12-23T00:00:00.000Z,231112,Bitcoin
2022-12-25T00:00:00.000Z,2022-12-24T00:00:00.000Z,192181,Bitcoin
2022-12-25T12:49:14.000Z,2022-12-25T00:00:00.000Z,87909,Bitcoin
2022-12-19T00:00:00.000Z,2022-12-18T12:49:14.000Z,47230,Ethereum
2022-12-20T00:00:00.000Z,2022-12-19T00:00:00.000Z,145940,Ethereum
2022-12-21T00:00:00.000Z,2022-12-20T00:00:00.000Z,170816,Ethereum
2022-12-22T00:00:00.000Z,2022-12-21T00:00:00.000Z,122423,Ethereum
2022-12-23T00:00:00.000Z,2022-12-22T00:00:00.000Z,127436,Ethereum
2022-12-24T00:00:00.000Z,2022-12-23T00:00:00.000Z,122347,Ethereum
2022-12-25T00:00:00.000Z,2022-12-24T00:00:00.000Z,130961,Ethereum
2022-12-25T12:49:14.000Z,2022-12-25T00:00:00.000Z,64157,Ethereum
2022-12-19T00:00:00.000Z,2022-12-18T12:49:15.000Z,2247,Tether
2022-12-20T00:00:00.000Z,2022-12-19T00:00:00.000Z,3782,Tether
2022-12-21T00:00:00.000Z,2022-12-20T00:00:00.000Z,3295,Tether
2022-12-22T00:00:00.000Z,2022-12-21T00:00:00.000Z,5465,Tether
2022-12-23T00:00:00.000Z,2022-12-22T00:00:00.000Z,9961,Tether
2022-12-24T00:00:00.000Z,2022-12-23T00:00:00.000Z,6585,Tether
2022-12-25T00:00:00.000Z,2022-12-24T00:00:00.000Z,3422,Tether
2022-12-25T12:49:15.000Z,2022-12-25T00:00:00.000Z,1189,Tether
2022-12-19T00:00:00.000Z,2022-12-18T12:49:15.000Z,115,USD Coin
2022-12-20T00:00:00.000Z,2022-12-19T00:00:00.000Z,285,USD Coin
2022-12-21T00:00:00.000Z,2022-12-20T00:00:00.000Z,251,USD Coin
2022-12-22T00:00:00.000Z,2022-12-21T00:00:00.000Z,332,USD Coin
2022-12-23T00:00:00.000Z,2022-12-22T00:00:00.000Z,274,USD Coin
2022-12-24T00:00:00.000Z,2022-12-23T00:00:00.000Z,362,USD Coin
2022-12-25T00:00:00.000Z,2022-12-24T00:00:00.000Z,757,USD Coin
2022-12-25T12:49:15.000Z,2022-12-25T00:00:00.000Z,153,USD Coin
2022-12-19T00:00:00.000Z,2022-12-18T12:49:15.000Z,63274,BNB
2022-12-20T00:00:00.000Z,2022-12-19T00:00:00.000Z,147814,BNB
2022-12-21T00:00:00.000Z,2022-12-20T00:00:00.000Z,160843,BNB
2022-12-22T00:00:00.000Z,2022-12-21T00:00:00.000Z,124235,BNB
2022-12-23T00:00:00.000Z,2022-12-22T00:00:00.000Z,134828,BNB
