end,start,tweet_count,query
2022-11-26T00:00:00.000Z,2022-11-25T15:34:03.000Z,112669,Bitcoin
2022-11-27T00:00:00.000Z,2022-11-26T00:00:00.000Z,273998,Bitcoin
2022-11-28T00:00:00.000Z,2022-11-27T00:00:00.000Z,333940,Bitcoin
2022-11-29T00:00:00.000Z,2022-11-28T00:00:00.000Z,368889,Bitcoin
2022-11-30T00:00:00.000Z,2022-11-29T00:00:00.000Z,262503,Bitcoin
2022-12-01T00:00:00.000Z,2022-11-30T00:00:00.000Z,328260,Bitcoin
2022-12-02T00:00:00.000Z,2022-12-01T00:00:00.000Z,286876,Bitcoin
2022-12-02T15:34:03.000Z,2022-12-02T00:00:00.000Z,155125,Bitcoin
2022-11-26T00:00:00.000Z,2022-11-25T15:34:04.000Z,53104,Ethereum
2022-11-27T00:00:00.000Z,2022-11-26T00:00:00.000Z,145575,Ethereum
2022-11-28T00:00:00.000Z,2022-11-27T00:00:00.000Z,129927,Ethereum
2022-11-29T00:00:00.000Z,2022-11-28T00:00:00.000Z,137570,Ethereum
2022-11-30T00:00:00.000Z,2022-11-29T00:00:00.000Z,136480,Ethereum
2022-12-01T00:00:00.000Z,2022-11-30T00:00:00.000Z,122163,Ethereum
2022-12-02T00:00:00.000Z,2022-12-01T00:00:00.000Z,116886,Ethereum
2022-12-02T15:34:04.000Z,2022-12-02T00:00:00.000Z,74156,Ethereum
2022-11-26T00:00:00.000Z,2022-11-25T15:34:04.000Z,2336,Tether
2022-11-27T00:00:00.000Z,2022-11-26T00:00:00.000Z,12928,Tether
2022-11-28T00:00:00.000Z,2022-11-27T00:00:00.000Z,12232,Tether
2022-11-29T00:00:00.000Z,2022-11-28T00:00:00.000Z,8173,Tether
2022-11-30T00:00:00.000Z,2022-11-29T00:00:00.000Z,5933,Tether
2022-12-01T00:00:00.000Z,2022-11-30T00:00:00.000Z,5600,Tether
2022-12-02T00:00:00.000Z,2022-12-01T00:00:00.000Z,15356,Tether
2022-12-02T15:34:04.000Z,2022-12-02T00:00:00.000Z,6218,Tether
2022-11-26T00:00:00.000Z,2022-11-25T15:34:04.000Z,53138,BNB
2022-11-27T00:00:00.000Z,2022-11-26T00:00:00.000Z,172570,BNB
2022-11-28T00:00:00.000Z,2022-11-27T00:00:00.000Z,152692,BNB
2022-11-29T00:00:00.000Z,2022-11-28T00:00:00.000Z,172954,BNB
2022-11-30T00:00:00.000Z,2022-11-29T00:00:00.000Z,190037,BNB
2022-12-01T00:00:00.000Z,2022-11-30T00:00:00.000Z,194268,BNB
2022-12-02T00:00:00.000Z,2022-12-01T00:00:00.000Z,209221,BNB
2022-12-02T15:34:04.000Z,2022-12-02T00:00:00.000Z,159934,BNB
2022-11-26T00:00:00.000Z,2022-11-25T15:34:05.000Z,161,USD Coin
2022-11-27T00:00:00.000Z,2022-11-26T00:00:00.000Z,596,USD Coin
2022-11-28T00:00:00.000Z,2022-11-27T00:00:00.000Z,527,USD Coin
2022-11-29T00:00:00.000Z,2022-11-28T00:00:00.000Z,632,USD Coin
2022-11-30T00:00:00.000Z,2022-11-29T00:00:00.000Z,476,USD Coin
2022-12-01T00:00:00.000Z,2022-11-30T00:00:00.000Z,792,USD Coin
2022-12-02T00:00:00.000Z,2022-12-01T00:00:00.000Z,501,USD Coin
2022-12-02T15:34:05.000Z,2022-12-02T00:00:00.000Z,239,USD Coin
2022-11-26T00:00:00.000Z,2022-11-25T15:34:05.000Z,338,Binance USD
2022-11-27T00:00:00.000Z,2022-11-26T00:00:00.000Z,671,Binance USD
2022-11-28T00:00:00.000Z,2022-11-27T00:00:00.000Z,739,Binance USD
2022-11-29T00:00:00.000Z,2022-11-28T00:00:00.000Z,1553,Binance USD
2022-11-30T00:00:00.000Z,2022-11-29T00:00:00.000Z,1025,Binance USD
2022-12-01T00:00:00.000Z,2022-11-30T00:00:00.000Z,1412,Binance USD
2022-12-02T00:00:00.000Z,2022-12-01T00:00:00.000Z,501,Binance USD
2022-12-02T15:34:05.000Z,2022-12-02T00:00:00.000Z,404,Binance USD
2022-11-26T00:00:00.000Z,2022-11-25T15:34:05.000Z,15382,XRP
2022-11-27T00:00:00.000Z,2022-11-26T00:00:00.000Z,41104,XRP
2022-11-28T00:00:00.000Z,2022-11-27T00:00:00.000Z,42749,XRP
2022-11-29T00:00:00.000Z,2022-11-28T00:00:00.000Z,46975,XRP
2022-11-30T00:00:00.000Z,2022-11-29T00:00:00.000Z,61588,XRP
2022-12-01T00:00:00.000Z,2022-11-30T00:00:00.000Z,75795,XRP
2022-12-02T00:00:00.000Z,2022-12-01T00:00:00.000Z,47299,XRP
2022-12-02T15:34:05.000Z,2022-12-02T00:00:00.000Z,26578,XRP
2022-11-26T00:00:00.000Z,2022-11-25T15:34:06.000Z,10069,Dogecoin
2022-11-27T00:00:00.000Z,2022-11-26T00:00:00.000Z,27662,Dogecoin
2022-11-28T00:00:00.000Z,2022-11-27T00:00:00.000Z,47196,Dogecoin
2022-11-29T00:00:00.000Z,2022-11-28T00:00:00.000Z,28361,Dogecoin
2022-11-30T00:00:00.000Z,2022-11-29T00:00:00.000Z,34444,Dogecoin
2022-12-01T00:00:00.000Z,2022-11-30T00:00:00.000Z,28708,Dogecoin
2022-12-02T00:00:00.000Z,2022-12-01T00:00:00.000Z,25432,Dogecoin
2022-12-02T15:34:06.000Z,2022-12-02T00:00:00.000Z,19139,Dogecoin
2022-11-26T00:00:00.000Z,2022-11-25T15:34:06.000Z,10708,Cardano
2022-11-27T00:00:00.000Z,2022-11-26T00:00:00.000Z,26506,Cardano
2022-11-28T00:00:00.000Z,2022-11-27T00:00:00.000Z,29107,Cardano
2022-11-29T00:00:00.000Z,2022-11-28T00:00:00.000Z,25111,Cardano
2022-11-30T00:00:00.000Z,2022-11-29T00:00:00.000Z,27632,Cardano
2022-12-01T00:00:00.000Z,2022-11-30T00:00:00.000Z,25405,Cardano
2022-12-02T00:00:00.000Z,2022-12-01T00:00:00.000Z,26147,Cardano
2022-12-02T15:34:06.000Z,2022-12-02T00:00:00.000Z,17383,Cardano
2022-11-26T00:00:00.000Z,2022-11-25T15:34:06.000Z,12578,Polygon
2022-11-27T00:00:00.000Z,2022-11-26T00:00:00.000Z,31258,Polygon
2022-11-28T00:00:00.000Z,2022-11-27T00:00:00.000Z,29872,Polygon
2022-11-29T00:00:00.000Z,2022-11-28T00:00:00.000Z,35986,Polygon
2022-11-30T00:00:00.000Z,2022-11-29T00:00:00.000Z,41592,Polygon
2022-12-01T00:00:00.000Z,2022-11-30T00:00:00.000Z,48621,Polygon
2022-12-02T00:00:00.000Z,2022-12-01T00:00:00.000Z,38694,Polygon
2022-12-02T15:34:06.000Z,2022-12-02T00:00:00.000Z,25740,Polygon
2022-11-26T00:00:00.000Z,2022-11-25T15:34:06.000Z,3072,Polkadot
2022-11-27T00:00:00.000Z,2022-11-26T00:00:00.000Z,5873,Polkadot
2022-11-28T00:00:00.000Z,2022-11-27T00:00:00.000Z,6684,Polkadot
2022-11-29T00:00:00.000Z,2022-11-28T00:00:00.000Z,6954,Polkadot
2022-11-30T00:00:00.000Z,2022-11-29T00:00:00.000Z,7295,Polkadot
2022-12-01T00:00:00.000Z,2022-11-30T00:00:00.000Z,7002,Polkadot
