end,start,tweet_count,query
2022-12-24T00:00:00.000Z,2022-12-23T19:57:07.000Z,43671,Bitcoin
2022-12-25T00:00:00.000Z,2022-12-24T00:00:00.000Z,182373,Bitcoin
2022-12-26T00:00:00.000Z,2022-12-25T00:00:00.000Z,178643,Bitcoin
2022-12-27T00:00:00.000Z,2022-12-26T00:00:00.000Z,191199,Bitcoin
2022-12-28T00:00:00.000Z,2022-12-27T00:00:00.000Z,210990,Bitcoin
2022-12-29T00:00:00.000Z,2022-12-28T00:00:00.000Z,213845,Bitcoin
2022-12-30T00:00:00.000Z,2022-12-29T00:00:00.000Z,201767,Bitcoin
2022-12-30T19:57:07.000Z,2022-12-30T00:00:00.000Z,198178,Bitcoin
2022-12-24T00:00:00.000Z,2022-12-23T19:57:07.000Z,24496,Ethereum
2022-12-25T00:00:00.000Z,2022-12-24T00:00:00.000Z,118346,Ethereum
2022-12-26T00:00:00.000Z,2022-12-25T00:00:00.000Z,103992,Ethereum
2022-12-27T00:00:00.000Z,2022-12-26T00:00:00.000Z,213811,Ethereum
2022-12-28T00:00:00.000Z,2022-12-27T00:00:00.000Z,205005,Ethereum
2022-12-29T00:00:00.000Z,2022-12-28T00:00:00.000Z,143224,Ethereum
2022-12-30T00:00:00.000Z,2022-12-29T00:00:00.000Z,144929,Ethereum
2022-12-30T19:57:07.000Z,2022-12-30T00:00:00.000Z,270227,Ethereum
2022-12-24T00:00:00.000Z,2022-12-23T19:57:07.000Z,787,Tether
2022-12-25T00:00:00.000Z,2022-12-24T00:00:00.000Z,2611,Tether
2022-12-26T00:00:00.000Z,2022-12-25T00:00:00.000Z,2351,Tether
2022-12-27T00:00:00.000Z,2022-12-26T00:00:00.000Z,2703,Tether
2022-12-28T00:00:00.000Z,2022-12-27T00:00:00.000Z,3060,Tether
2022-12-29T00:00:00.000Z,2022-12-28T00:00:00.000Z,2788,Tether
2022-12-30T00:00:00.000Z,2022-12-29T00:00:00.000Z,4148,Tether
2022-12-30T19:57:07.000Z,2022-12-30T00:00:00.000Z,3573,Tether
2022-12-24T00:00:00.000Z,2022-12-23T19:57:08.000Z,111,USD Coin
2022-12-25T00:00:00.000Z,2022-12-24T00:00:00.000Z,728,USD Coin
2022-12-26T00:00:00.000Z,2022-12-25T00:00:00.000Z,257,USD Coin
2022-12-27T00:00:00.000Z,2022-12-26T00:00:00.000Z,281,USD Coin
2022-12-28T00:00:00.000Z,2022-12-27T00:00:00.000Z,298,USD Coin
2022-12-29T00:00:00.000Z,2022-12-28T00:00:00.000Z,226,USD Coin
2022-12-30T00:00:00.000Z,2022-12-29T00:00:00.000Z,265,USD Coin
2022-12-30T19:57:08.000Z,2022-12-30T00:00:00.000Z,453,USD Coin
2022-12-24T00:00:00.000Z,2022-12-23T19:57:08.000Z,16732,BNB
