end,start,tweet_count,query
2022-11-06T00:00:00.000Z,2022-11-05T15:56:38.000Z,82018,Bitcoin
2022-11-07T00:00:00.000Z,2022-11-06T00:00:00.000Z,225522,Bitcoin
2022-11-08T00:00:00.000Z,2022-11-07T00:00:00.000Z,258324,Bitcoin
2022-11-09T00:00:00.000Z,2022-11-08T00:00:00.000Z,308890,Bitcoin
2022-11-10T00:00:00.000Z,2022-11-09T00:00:00.000Z,408627,Bitcoin
2022-11-11T00:00:00.000Z,2022-11-10T00:00:00.000Z,374575,Bitcoin
2022-11-12T00:00:00.000Z,2022-11-11T00:00:00.000Z,321776,Bitcoin
2022-11-12T15:56:38.000Z,2022-11-12T00:00:00.000Z,176977,Bitcoin
2022-11-06T00:00:00.000Z,2022-11-05T15:56:39.000Z,54086,Ethereum
2022-11-07T00:00:00.000Z,2022-11-06T00:00:00.000Z,287924,Ethereum
2022-11-08T00:00:00.000Z,2022-11-07T00:00:00.000Z,173282,Ethereum
2022-11-09T00:00:00.000Z,2022-11-08T00:00:00.000Z,178794,Ethereum
2022-11-10T00:00:00.000Z,2022-11-09T00:00:00.000Z,199173,Ethereum
2022-11-11T00:00:00.000Z,2022-11-10T00:00:00.000Z,187104,Ethereum
2022-11-12T00:00:00.000Z,2022-11-11T00:00:00.000Z,185648,Ethereum
2022-11-12T15:56:39.000Z,2022-11-12T00:00:00.000Z,88847,Ethereum
2022-11-06T00:00:00.000Z,2022-11-05T15:56:39.000Z,2162,Tether
2022-11-07T00:00:00.000Z,2022-11-06T00:00:00.000Z,4527,Tether
2022-11-08T00:00:00.000Z,2022-11-07T00:00:00.000Z,4205,Tether
2022-11-09T00:00:00.000Z,2022-11-08T00:00:00.000Z,5075,Tether
2022-11-10T00:00:00.000Z,2022-11-09T00:00:00.000Z,11835,Tether
2022-11-11T00:00:00.000Z,2022-11-10T00:00:00.000Z,34884,Tether
2022-11-12T00:00:00.000Z,2022-11-11T00:00:00.000Z,21767,Tether
2022-11-12T15:56:39.000Z,2022-11-12T00:00:00.000Z,14101,Tether
2022-11-06T00:00:00.000Z,2022-11-05T15:56:39.000Z,62145,BNB
2022-11-07T00:00:00.000Z,2022-11-06T00:00:00.000Z,226068,BNB
2022-11-08T00:00:00.000Z,2022-11-07T00:00:00.000Z,273633,BNB
2022-11-09T00:00:00.000Z,2022-11-08T00:00:00.000Z,325269,BNB
2022-11-10T00:00:00.000Z,2022-11-09T00:00:00.000Z,307679,BNB
2022-11-11T00:00:00.000Z,2022-11-10T00:00:00.000Z,231690,BNB
2022-11-12T00:00:00.000Z,2022-11-11T00:00:00.000Z,254136,BNB
2022-11-12T15:56:39.000Z,2022-11-12T00:00:00.000Z,148233,BNB
2022-11-06T00:00:00.000Z,2022-11-05T15:56:39.000Z,182,USD Coin
2022-11-07T00:00:00.000Z,2022-11-06T00:00:00.000Z,447,USD Coin
2022-11-08T00:00:00.000Z,2022-11-07T00:00:00.000Z,637,USD Coin
2022-11-09T00:00:00.000Z,2022-11-08T00:00:00.000Z,554,USD Coin
2022-11-10T00:00:00.000Z,2022-11-09T00:00:00.000Z,572,USD Coin
2022-11-11T00:00:00.000Z,2022-11-10T00:00:00.000Z,622,USD Coin
2022-11-12T00:00:00.000Z,2022-11-11T00:00:00.000Z,936,USD Coin
2022-11-12T15:56:39.000Z,2022-11-12T00:00:00.000Z,362,USD Coin
2022-11-06T00:00:00.000Z,2022-11-05T15:56:40.000Z,183,Binance USD
2022-11-07T00:00:00.000Z,2022-11-06T00:00:00.000Z,4374,Binance USD
2022-11-08T00:00:00.000Z,2022-11-07T00:00:00.000Z,2087,Binance USD
2022-11-09T00:00:00.000Z,2022-11-08T00:00:00.000Z,2354,Binance USD
2022-11-10T00:00:00.000Z,2022-11-09T00:00:00.000Z,3896,Binance USD
2022-11-11T00:00:00.000Z,2022-11-10T00:00:00.000Z,2548,Binance USD
2022-11-12T00:00:00.000Z,2022-11-11T00:00:00.000Z,1780,Binance USD
2022-11-12T15:56:40.000Z,2022-11-12T00:00:00.000Z,993,Binance USD
2022-11-06T00:00:00.000Z,2022-11-05T15:56:40.000Z,36556,XRP
2022-11-07T00:00:00.000Z,2022-11-06T00:00:00.000Z,64124,XRP
2022-11-08T00:00:00.000Z,2022-11-07T00:00:00.000Z,72834,XRP
2022-11-09T00:00:00.000Z,2022-11-08T00:00:00.000Z,91703,XRP
2022-11-10T00:00:00.000Z,2022-11-09T00:00:00.000Z,71347,XRP
2022-11-11T00:00:00.000Z,2022-11-10T00:00:00.000Z,57959,XRP
2022-11-12T00:00:00.000Z,2022-11-11T00:00:00.000Z,68754,XRP
2022-11-12T15:56:40.000Z,2022-11-12T00:00:00.000Z,43652,XRP
2022-11-06T00:00:00.000Z,2022-11-05T15:56:40.000Z,18280,Dogecoin
2022-11-07T00:00:00.000Z,2022-11-06T00:00:00.000Z,52922,Dogecoin
2022-11-08T00:00:00.000Z,2022-11-07T00:00:00.000Z,43810,Dogecoin
2022-11-09T00:00:00.000Z,2022-11-08T00:00:00.000Z,38722,Dogecoin
2022-11-10T00:00:00.000Z,2022-11-09T00:00:00.000Z,34098,Dogecoin
2022-11-11T00:00:00.000Z,2022-11-10T00:00:00.000Z,38316,Dogecoin
2022-11-12T00:00:00.000Z,2022-11-11T00:00:00.000Z,33025,Dogecoin
2022-11-12T15:56:40.000Z,2022-11-12T00:00:00.000Z,28655,Dogecoin
2022-11-06T00:00:00.000Z,2022-11-05T15:56:41.000Z,8764,Cardano
2022-11-07T00:00:00.000Z,2022-11-06T00:00:00.000Z,26466,Cardano
2022-11-08T00:00:00.000Z,2022-11-07T00:00:00.000Z,34777,Cardano
2022-11-09T00:00:00.000Z,2022-11-08T00:00:00.000Z,33213,Cardano
2022-11-10T00:00:00.000Z,2022-11-09T00:00:00.000Z,39240,Cardano
2022-11-11T00:00:00.000Z,2022-11-10T00:00:00.000Z,36819,Cardano
2022-11-12T00:00:00.000Z,2022-11-11T00:00:00.000Z,31975,Cardano
2022-11-12T15:56:41.000Z,2022-11-12T00:00:00.000Z,20064,Cardano
2022-11-06T00:00:00.000Z,2022-11-05T15:56:41.000Z,13197,Polygon
2022-11-07T00:00:00.000Z,2022-11-06T00:00:00.000Z,62416,Polygon
2022-11-08T00:00:00.000Z,2022-11-07T00:00:00.000Z,66453,Polygon
2022-11-09T00:00:00.000Z,2022-11-08T00:00:00.000Z,60163,Polygon
2022-11-10T00:00:00.000Z,2022-11-09T00:00:00.000Z,51742,Polygon
2022-11-11T00:00:00.000Z,2022-11-10T00:00:00.000Z,60478,Polygon
2022-11-12T00:00:00.000Z,2022-11-11T00:00:00.000Z,45833,Polygon
2022-11-12T15:56:41.000Z,2022-11-12T00:00:00.000Z,30210,Polygon
2022-11-06T00:00:00.000Z,2022-11-05T15:56:41.000Z,2352,Polkadot
2022-11-07T00:00:00.000Z,2022-11-06T00:00:00.000Z,4968,Polkadot
2022-11-08T00:00:00.000Z,2022-11-07T00:00:00.000Z,5949,Polkadot
2022-11-09T00:00:00.000Z,2022-11-08T00:00:00.000Z,6022,Polkadot
2022-11-10T00:00:00.000Z,2022-11-09T00:00:00.000Z,5529,Polkadot
2022-11-11T00:00:00.000Z,2022-11-10T00:00:00.000Z,5158,Polkadot
2022-11-12T00:00:00.000Z,2022-11-11T00:00:00.000Z,5095,Polkadot
2022-11-12T15:56:41.000Z,2022-11-12T00:00:00.000Z,2883,Polkadot
2022-11-06T00:00:00.000Z,2022-11-05T15:56:41.000Z,3,Lido Staked Ether
2022-11-07T00:00:00.000Z,2022-11-06T00:00:00.000Z,3,Lido Staked Ether
2022-11-08T00:00:00.000Z,2022-11-07T00:00:00.000Z,16,Lido Staked Ether
2022-11-09T00:00:00.000Z,2022-11-08T00:00:00.000Z,10,Lido Staked Ether
2022-11-10T00:00:00.000Z,2022-11-09T00:00:00.000Z,6,Lido Staked Ether
2022-11-11T00:00:00.000Z,2022-11-10T00:00:00.000Z,8,Lido Staked Ether
2022-11-12T00:00:00.000Z,2022-11-11T00:00:00.000Z,4,Lido Staked Ether
2022-11-12T15:56:41.000Z,2022-11-12T00:00:00.000Z,8,Lido Staked Ether
2022-11-06T00:00:00.000Z,2022-11-05T15:56:42.000Z,1810,Shiba Inu
2022-11-07T00:00:00.000Z,2022-11-06T00:00:00.000Z,7011,Shiba Inu
2022-11-08T00:00:00.000Z,2022-11-07T00:00:00.000Z,15349,Shiba Inu
2022-11-09T00:00:00.000Z,2022-11-08T00:00:00.000Z,5675,Shiba Inu
2022-11-10T00:00:00.000Z,2022-11-09T00:00:00.000Z,4125,Shiba Inu
2022-11-11T00:00:00.000Z,2022-11-10T00:00:00.000Z,3689,Shiba Inu
2022-11-12T00:00:00.000Z,2022-11-11T00:00:00.000Z,7194,Shiba Inu
2022-11-12T15:56:42.000Z,2022-11-12T00:00:00.000Z,8352,Shiba Inu
2022-11-06T00:00:00.000Z,2022-11-05T15:56:42.000Z,47099,Solana
2022-11-07T00:00:00.000Z,2022-11-06T00:00:00.000Z,105766,Solana
2022-11-08T00:00:00.000Z,2022-11-07T00:00:00.000Z,132573,Solana
2022-11-09T00:00:00.000Z,2022-11-08T00:00:00.000Z,123587,Solana
2022-11-10T00:00:00.000Z,2022-11-09T00:00:00.000Z,188049,Solana
2022-11-11T00:00:00.000Z,2022-11-10T00:00:00.000Z,165247,Solana
2022-11-12T00:00:00.000Z,2022-11-11T00:00:00.000Z,105213,Solana
2022-11-12T15:56:42.000Z,2022-11-12T00:00:00.000Z,64892,Solana
2022-11-06T00:00:00.000Z,2022-11-05T15:56:42.000Z,31886,Dai
2022-11-07T00:00:00.000Z,2022-11-06T00:00:00.000Z,93338,Dai
2022-11-08T00:00:00.000Z,2022-11-07T00:00:00.000Z,88413,Dai
2022-11-09T00:00:00.000Z,2022-11-08T00:00:00.000Z,82951,Dai
2022-11-10T00:00:00.000Z,2022-11-09T00:00:00.000Z,80362,Dai
