Date,Open,High,Low,Close
11/01/2019,97.3,97.45,97.11,97.24
10/31/2019,97.44,97.45,97.22,97.35
10/30/2019,97.67,98.0,97.45,97.65
10/29/2019,97.76,97.93,97.61,97.69
10/28/2019,97.85,97.89,97.67,97.76
10/25/2019,97.69,97.9,97.57,97.83
10/24/2019,97.46,97.78,97.28,97.63
10/23/2019,97.49,97.65,97.42,97.49
10/22/2019,97.31,97.57,97.26,97.53
10/21/2019,97.34,97.4,97.15,97.33
10/18/2019,97.6,97.66,97.14,97.28
10/17/2019,97.99,98.11,97.5,97.61
10/16/2019,98.32,98.42,97.9,98.0
10/15/2019,98.45,98.65,98.21,98.29
10/14/2019,98.36,98.53,98.34,98.45
10/11/2019,98.7,98.74,98.2,98.3
10/10/2019,98.98,99.07,98.62,98.7
10/09/2019,99.09,99.16,98.9,99.12
10/08/2019,98.98,98.97,98.97,98.97
10/07/2019,98.82,99.01,98.74,98.97
10/04/2019,98.87,99.0,98.74,98.81
10/03/2019,99.03,99.19,98.64,98.86
10/02/2019,99.16,99.42,98.96,99.02
10/01/2019,99.4,99.67,99.07,99.13
09/30/2019,99.12,99.46,99.05,99.38
09/27/2019,99.19,99.31,98.99,99.13
09/26/2019,98.96,99.28,98.84,99.13
09/25/2019,98.38,99.06,98.36,99.04
09/24/2019,98.64,98.71,98.29,98.34
09/23/2019,98.51,98.83,98.45,98.6
09/20/2019,98.57,98.62,98.2,98.27
09/19/2019,98.57,98.62,98.2,98.27
09/18/2019,98.21,98.69,98.19,98.56
09/17/2019,98.65,98.74,98.19,98.26
09/16/2019,98.12,98.71,98.03,98.61
09/13/2019,98.41,98.43,97.86,98.26
09/12/2019,98.63,99.1,98.19,98.31
09/11/2019,98.33,98.75,97.86,98.65
09/10/2019,98.33,98.46,98.26,98.33
09/09/2019,98.42,98.51,98.14,98.28
09/06/2019,98.42,98.52,98.01,98.39
09/05/2019,98.4,98.54,98.09,98.41
09/04/2019,98.96,98.97,98.39,98.45
09/03/2019,99.08,99.37,98.92,99.0
09/02/2019,98.83,99.13,98.81,99.04
08/30/2019,98.43,99.02,98.41,98.92
08/29/2019,98.19,98.55,98.16,98.46
08/28/2019,98.01,98.26,98.0,98.21
08/27/2019,98.05,98.05,97.86,98.0
08/26/2019,97.59,98.09,97.48,98.08
08/23/2019,98.19,98.45,97.17,97.64
08/22/2019,98.25,98.39,98.08,98.17
08/21/2019,98.17,98.33,97.95,98.3
08/20/2019,98.36,98.45,98.12,98.19
08/19/2019,98.17,98.39,98.13,98.35
08/16/2019,98.13,98.34,98.11,98.14
08/15/2019,97.95,98.24,97.82,98.14
08/14/2019,97.8,98.05,97.67,97.99
08/13/2019,97.48,97.85,97.32,97.81
08/12/2019,97.54,97.74,97.32,97.38
08/09/2019,97.57,97.64,97.03,97.49
08/08/2019,97.6,97.74,97.43,97.62
08/07/2019,97.56,97.85,97.31,97.54
08/06/2019,97.25,97.77,97.21,97.63
08/05/2019,98.11,98.14,97.38,97.52
08/02/2019,98.41,98.45,98.05,98.07
08/01/2019,98.59,98.93,98.27,98.37
07/31/2019,98.03,98.68,98.01,98.52
07/30/2019,98.07,98.21,98.02,98.05
07/29/2019,97.99,98.17,97.9,98.04
07/26/2019,97.79,98.09,97.76,98.01
07/25/2019,97.69,97.92,97.5,97.82
07/24/2019,97.72,97.81,97.55,97.73
07/23/2019,97.3,97.74,97.3,97.71
07/22/2019,97.15,97.3,97.13,97.26
07/19/2019,96.82,97.29,96.76,97.15
07/18/2019,97.2,97.26,96.67,96.79
07/17/2019,97.36,97.44,97.16,97.22
07/16/2019,96.92,97.44,96.92,97.4
07/15/2019,96.84,96.97,96.75,96.93
07/12/2019,97.08,97.12,96.72,96.81
