Date,Open,High,Low,Close
11/01/2018,97.08,97.12,96.2,96.28
10/31/2018,96.99,97.2,96.88,97.13
10/30/2018,96.66,97.02,96.62,97.01
10/29/2018,96.44,96.7,96.35,96.58
10/26/2018,96.59,96.86,96.29,96.36
10/25/2018,96.36,96.73,96.21,96.68
10/24/2018,95.92,96.53,95.91,96.43
10/23/2018,96.03,96.16,95.81,95.96
10/22/2018,95.66,96.09,95.47,96.01
10/19/2018,95.95,96.09,95.54,95.71
10/18/2018,95.66,95.99,95.49,95.9
10/17/2018,95.09,95.66,95.06,95.58
10/16/2018,95.05,95.2,94.79,95.05
10/15/2018,95.35,95.37,94.96,95.06
10/12/2018,95.04,95.37,94.95,95.22
10/11/2018,95.43,95.43,94.99,95.02
10/10/2018,95.59,95.79,95.38,95.51
10/09/2018,95.75,96.16,95.64,95.67
10/08/2018,95.62,96.03,95.59,95.76
10/05/2018,95.76,95.95,95.52,95.62
10/04/2018,96.05,96.12,95.55,95.75
10/03/2018,95.46,96.12,95.26,95.76
10/02/2018,95.3,95.74,95.26,95.51
10/01/2018,95.11,95.37,95.0,95.3
09/28/2018,95.02,95.37,94.92,95.13
09/27/2018,94.26,95.01,94.21,94.89
09/26/2018,94.17,94.4,93.95,94.19
09/25/2018,94.25,94.37,94.01,94.13
09/24/2018,94.23,94.37,93.84,94.19
09/21/2018,93.89,94.33,93.81,94.22
09/20/2018,94.55,94.56,93.83,93.91
09/19/2018,94.54,94.73,94.32,94.54
09/18/2018,94.61,94.73,94.32,94.64
09/17/2018,94.93,94.98,94.44,94.5
09/14/2018,94.55,95.0,94.36,94.93
09/13/2018,94.83,94.97,94.43,94.52
09/12/2018,95.1,95.28,94.73,94.8
09/11/2018,95.15,95.35,94.88,95.25
09/10/2018,95.43,95.56,95.03,95.15
09/07/2018,95.02,95.46,94.87,95.37
09/06/2018,95.1,95.21,94.93,95.02
09/05/2018,95.4,95.66,95.09,95.18
09/04/2018,95.14,95.74,95.14,95.44
09/03/2018,94.7,95.22,94.55,95.14
08/31/2018,94.7,95.22,94.55,95.14
08/30/2018,94.53,94.9,94.47,94.72
08/29/2018,94.73,94.93,94.53,94.6
08/28/2018,94.77,94.91,94.43,94.72
08/27/2018,95.17,95.3,94.69,94.78
08/24/2018,95.64,95.69,95.03,95.15
08/23/2018,95.17,95.71,95.15,95.67
08/22/2018,95.21,95.38,94.93,95.15
08/21/2018,95.74,95.75,95.08,95.26
08/20/2018,96.13,96.4,95.73,95.9
08/17/2018,96.61,96.66,96.09,96.1
08/16/2018,96.72,96.77,96.32,96.65
08/15/2018,96.66,96.98,96.65,96.7
08/14/2018,95.17,96.79,95.16,96.73
08/13/2018,95.19,96.52,95.16,96.39
08/10/2018,95.64,96.45,95.53,96.36
08/09/2018,95.1,95.62,95.03,95.5
08/08/2018,95.14,95.42,94.99,95.05
08/07/2018,95.34,95.37,94.99,95.22
08/06/2018,95.2,95.52,95.2,95.36
08/03/2018,95.18,95.37,94.98,95.14
08/02/2018,94.63,95.19,94.61,95.16
08/01/2018,94.56,94.71,94.49,94.62
07/31/2018,94.33,94.57,94.16,94.49
07/30/2018,94.66,94.76,94.26,94.32
07/27/2018,94.76,94.91,94.63,94.68
07/26/2018,94.16,94.8,94.08,94.75
07/25/2018,94.59,94.67,94.14,94.36
07/24/2018,94.67,94.86,94.4,94.61
07/23/2018,94.43,94.72,94.21,94.67
07/20/2018,95.13,95.28,94.36,94.45
07/19/2018,95.08,95.65,94.93,95.15
07/18/2018,95.03,95.41,94.96,95.08
07/17/2018,94.55,95.06,94.3,94.95
07/16/2018,94.69,94.77,94.41,94.51
07/13/2018,94.9,95.24,94.67,94.75
07/12/2018,94.7,94.94,94.64,94.81
07/11/2018,94.2,94.77,94.09,94.72
07/10/2018,94.06,94.48,94.02,94.15
07/09/2018,93.97,94.21,93.71,94.08
07/06/2018,94.36,94.49,93.92,94.04
