Date,Open,High,Low,Close
07/05/2018,94.51,94.59,94.18,94.47
07/04/2018,94.52,94.71,94.4,94.67
07/03/2018,94.84,94.98,94.56,94.67
07/02/2018,94.63,95.14,94.53,95.04
06/29/2018,95.3,95.32,94.47,94.64
06/28/2018,95.27,95.53,95.09,95.39
06/27/2018,94.67,95.42,94.53,95.27
06/26/2018,94.29,94.77,94.17,94.66
06/25/2018,94.5,94.7,94.21,94.28
06/22/2018,94.86,94.88,94.43,94.52
06/21/2018,95.13,95.53,94.68,94.74
06/20/2018,94.97,95.3,94.92,95.06
06/19/2018,94.74,95.3,94.53,95.09
06/18/2018,94.79,95.05,94.7,94.8
06/15/2018,94.91,95.13,94.65,94.79
06/14/2018,93.5,94.93,93.19,94.77
06/13/2018,93.83,94.03,93.52,93.71
06/12/2018,93.67,93.91,93.47,93.8
06/11/2018,93.54,93.68,93.37,93.58
06/08/2018,93.44,93.82,93.39,93.55
06/07/2018,93.6,93.59,93.21,93.4
06/06/2018,93.88,93.89,93.42,93.66
06/05/2018,94.06,94.32,93.78,93.9
06/04/2018,94.16,94.2,93.66,94.02
06/01/2018,94.07,94.25,93.72,93.99
05/31/2018,94.07,94.25,93.72,93.99
05/30/2018,94.82,94.97,94.04,94.15
05/29/2018,94.41,95.03,94.28,94.83
05/28/2018,94.42,94.5,93.86,94.19
05/25/2018,93.8,94.3,93.75,94.19
05/24/2018,93.92,93.98,93.61,93.76
05/23/2018,93.55,94.19,93.51,94.0
05/22/2018,93.54,93.73,93.29,93.61
05/21/2018,93.67,94.06,93.51,93.68
05/18/2018,93.5,93.83,93.34,93.64
05/17/2018,93.26,93.57,93.12,93.47
05/16/2018,93.31,93.63,93.14,93.39
05/15/2018,92.65,93.46,92.61,93.22
05/14/2018,92.55,92.69,92.24,92.59
05/11/2018,92.69,92.84,92.37,92.54
05/10/2018,93.08,93.16,92.54,92.65
05/09/2018,93.07,93.42,92.84,93.04
05/08/2018,92.77,93.28,92.65,93.12
05/07/2018,92.57,92.97,92.45,92.75
05/04/2018,92.43,92.9,92.35,92.57
05/03/2018,92.72,92.76,92.35,92.41
05/02/2018,92.47,92.83,92.22,92.51
05/01/2018,91.81,92.57,91.8,92.45
04/30/2018,91.53,91.92,91.48,91.84
04/27/2018,91.58,91.99,91.49,91.54
04/26/2018,91.21,91.64,90.96,91.56
04/25/2018,90.78,91.26,90.75,91.17
04/24/2018,90.92,91.08,90.71,90.77
04/23/2018,90.26,90.99,90.32,90.95
04/20/2018,89.9,90.48,89.89,90.32
04/19/2018,89.62,89.95,89.5,89.94
04/18/2018,89.51,89.78,89.45,89.62
04/17/2018,89.41,89.67,89.23,89.52
04/16/2018,89.77,89.85,89.39,89.43
04/13/2018,89.76,89.88,89.66,89.8
04/12/2018,89.52,89.96,89.44,89.75
04/11/2018,89.58,89.67,89.36,89.57
04/10/2018,89.83,89.97,89.54,89.59
04/09/2018,90.07,90.27,89.82,89.84
04/06/2018,90.38,90.6,90.07,90.11
04/05/2018,90.09,90.59,90.07,90.46
04/04/2018,90.16,90.23,89.92,90.14
04/03/2018,90.02,90.28,89.85,90.2
04/02/2018,89.97,90.15,89.82,90.05
03/30/2018,90.07,90.18,89.9,90.15
03/29/2018,90.07,90.18,89.9,90.15
03/28/2018,89.32,90.15,89.25,90.06
03/27/2018,89.02,89.63,88.94,89.37
03/26/2018,89.47,89.52,88.98,89.03
03/23/2018,89.69,89.74,89.4,89.44
03/22/2018,89.65,89.96,89.4,89.86
03/21/2018,90.41,90.4,89.63,89.78
03/20/2018,89.88,90.45,89.85,90.37
03/19/2018,90.2,90.35,89.76,89.77
03/16/2018,90.14,90.38,89.89,90.23
03/15/2018,89.75,90.17,89.62,90.14
03/14/2018,89.7,89.89,89.56,89.7
03/13/2018,89.91,90.11,89.59,89.66
03/12/2018,90.11,90.19,89.84,89.9
03/09/2018,90.2,90.36,90.0,90.09
03/08/2018,89.59,90.23,89.44,90.18
03/07/2018,89.51,89.78,89.41,89.64
03/06/2018,89.96,90.06,89.43,89.62
03/05/2018,89.83,90.22,89.83,90.08
03/02/2018,90.25,90.29,89.88,89.94
03/01/2018,90.67,90.93,90.21,90.32
02/28/2018,90.41,90.7,90.31,90.61
02/27/2018,89.8,90.5,89.69,90.36
02/26/2018,89.88,90.05,89.5,89.85
02/23/2018,89.78,90.06,89.76,89.88
02/22/2018,90.16,90.24,89.64,89.74
02/21/2018,89.71,90.16,89.59,90.0
02/20/2018,89.24,89.8,89.22,89.72
02/19/2018,88.57,89.23,88.25,89.1
02/16/2018,88.57,89.23,88.25,89.1
02/15/2018,88.96,89.0,88.54,88.59
02/14/2018,89.69,90.12,88.94,89.12
02/13/2018,90.09,90.18,89.61,89.7
02/12/2018,90.33,90.43,90.07,90.21
02/09/2018,90.25,90.56,90.12,90.44
02/08/2018,90.27,90.57,90.01,90.23
02/07/2018,89.63,90.4,89.47,90.26
02/06/2018,89.66,90.03,89.37,89.59
02/05/2018,89.19,89.7,89.02,89.55
02/02/2018,88.64,89.43,88.59,89.2
02/01/2018,89.04,89.33,88.56,88.67
01/31/2018,89.1,89.3,88.78,89.13
01/30/2018,89.37,89.64,88.91,89.16
01/29/2018,89.02,89.62,89.01,89.31
01/26/2018,89.4,89.58,88.44,89.07
01/25/2018,89.32,90.11,89.16,89.39
01/24/2018,90.0,90.59,89.97,89.21
01/23/2018,90.39,90.7,90.35,90.12
01/22/2018,90.67,90.7,90.16,90.4
01/19/2018,90.5,90.98,90.41,90.57
01/18/2018,90.78,91.0,90.11,90.5
01/17/2018,90.44,90.82,90.34,90.54
01/16/2018,90.44,90.83,90.34,90.39
01/15/2018,90.89,90.94,90.28,90.97
01/12/2018,91.85,91.88,90.9,90.97
01/11/2018,92.33,92.55,91.79,91.85
01/10/2018,92.57,92.58,91.92,92.33
01/09/2018,92.34,92.64,92.21,92.53
01/08/2018,92.06,92.4,91.88,92.36
01/05/2018,91.87,92.1,91.78,91.95
01/04/2018,92.22,92.26,91.8,91.85
01/03/2018,91.82,92.26,91.81,92.16
01/02/2018,92.24,92.25,91.75,91.87
01/01/2018,92.67,92.67,92.08,92.12
12/29/2017,92.67,92.67,92.08,92.12
12/28/2017,93.0,93.02,92.57,92.6
12/27/2017,93.3,93.31,92.96,93.03
12/26/2017,93.25,93.4,93.2,93.26
12/25/2017,93.37,93.56,93.31,93.35
12/22/2017,93.37,93.56,93.31,93.35
12/21/2017,93.31,93.5,93.24,93.28
12/20/2017,93.5,93.54,93.16,93.31
12/19/2017,93.71,93.76,93.43,93.44
12/18/2017,93.98,94.03,93.38,93.7
12/15/2017,93.65,94.0,93.41,93.93
12/14/2017,93.41,93.76,93.28,93.49
12/13/2017,94.06,94.11,93.4,93.43
12/12/2017,93.91,94.22,93.76,94.1
12/11/2017,93.92,93.98,93.67,93.87
12/08/2017,93.79,94.09,93.77,93.9
12/07/2017,93.54,93.8,93.51,93.8
12/06/2017,93.31,93.65,93.17,93.61
12/05/2017,93.09,93.49,93.04,93.38
12/04/2017,93.22,93.36,93.07,93.19
12/01/2017,93.03,93.25,92.6,92.89
11/30/2017,93.26,93.51,92.73,93.05
11/29/2017,93.22,93.44,92.99,93.16
11/28/2017,92.89,93.34,92.83,93.27
11/27/2017,92.69,92.98,92.5,92.9
11/24/2017,93.13,93.25,92.68,92.78
11/23/2017,93.3,93.31,93.07,93.22
11/22/2017,93.93,93.96,93.21,93.22
11/21/2017,94.04,94.17,93.88,93.95
11/20/2017,93.71,94.1,93.58,94.08
11/17/2017,93.87,93.93,93.51,93.66
11/16/2017,93.84,94.0,93.77,93.93
11/15/2017,93.86,93.93,93.4,93.81
11/14/2017,94.52,94.54,93.75,93.83
11/13/2017,94.41,94.64,94.4,94.49
11/10/2017,94.5,94.65,94.26,94.39
11/09/2017,94.88,94.96,94.42,94.44
11/08/2017,94.8,94.97,94.78,94.87
11/07/2017,94.72,95.15,94.7,94.91
11/06/2017,94.91,95.08,94.69,94.76
11/03/2017,94.73,95.02,94.41,94.94
11/02/2017,94.8,94.8,94.41,94.69
11/01/2017,94.55,94.85,94.51,94.82
